timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Heading3,Heading4,Heading5
0.00251667,29,-24,494,0,0,0,0,0
0.016895,29,-24,494,1,0,0,0,0
0.0318589,29,-24,493,1,0,0,0,0
0.0464896,29,-24,492,0,0,0,0,0
0.0617218,29,-24,492,1,0,0,0,0
0.0761116,29,-23,489,1,0,0,0,0
0.0914232,29,-23,487,1,0,0,0,0
0.106122,28,-23,487,1,0,0,0,0
0.120511,28,-22,486,1,0,0,0,0
0.134841,49,-3,487,1,0,0,0,0
0.148919,68,13,488,1,0,0,0,0
0.163195,83,28,492,1,0,0,0,0
0.177317,96,39,492,1,0,0,0,0
0.191313,106,49,492,1,0,0,0,0
0.205651,114,56,492,1,0,0,0,0
0.219776,120,62,492,1,0,0,0,0
0.233826,124,66,490,1,0,0,0,0
0.247324,128,69,491,1,0,0,0,0
0.261576,131,72,491,1,0,0,0,0
0.275207,134,74,492,1,0,0,0,0
0.288765,136,75,492,1,0,0,0,0
0.302679,138,76,492,1,0,0,0,0
0.316384,139,76,490,1,0,0,0,0
0.330581,139,76,489,1,0,0,0,0
0.34476,139,76,487,1,0,0,0,0
0.358875,139,75,486,1,0,0,0,0
0.373104,139,75,488,1,0,0,0,0
0.38712,139,74,489,1,0,0,0,0
0.401704,138,73,488,1,0,0,0,0
0.415863,137,72,489,1,0,0,0,0
0.430005,136,71,488,1,0,0,0,0
0.443829,135,69,487,1,0,0,0,0
0.457805,134,68,488,1,0,0,0,0
0.47227,133,66,487,1,0,0,0,0
0.486,132,65,486,1,0,0,0,0
0.499991,131,63,487,1,0,0,0,0
0.513823,130,61,486,1,0,0,0,0
0.530204,130,59,487,1,0,0,0,0
0.544366,129,58,488,1,0,0,0,0
0.558518,130,57,491,1,0,0,0,0
0.5722,129,56,492,1,0,0,0,0
0.586082,129,54,495,1,0,0,0,0
0.600312,128,53,494,1,0,0,0,0
0.614643,127,51,494,1,0,0,0,0
0.628553,126,50,496,1,0,0,0,0
0.642271,126,49,498,1,0,0,0,0
0.655776,124,47,497,1,0,0,0,0
0.669373,124,45,501,1,0,0,0,0
0.682806,123,44,504,1,0,0,0,0
0.696728,121,42,501,1,0,0,0,0
0.710089,120,41,504,1,0,0,0,0
0.725855,118,39,506,1,0,0,0,0
0.739692,116,37,505,1,0,0,0,0
0.75304,114,35,510,1,0,0,0,0
0.766269,112,33,510,1,0,0,0,0
0.77927,110,31,508,1,0,0,0,0
0.792767,107,29,509,1,0,0,0,0
0.806205,104,27,507,1,0,0,0,0
0.819653,103,24,513,1,0,0,0,0
0.833235,101,22,520,1,0,0,0,0
0.846503,98,19,518,1,0,0,0,0
0.859818,96,16,522,1,0,0,0,0
0.87303,94,14,524,1,0,0,0,0
0.886072,93,11,531,1,0,0,0,0
0.899423,92,9,536,1,0,0,0,0
0.912597,90,7,541,1,0,0,0,0
0.92591,89,5,544,1,0,0,0,0
0.939865,87,3,546,1,0,0,0,0
0.953655,87,1,552,1,0,0,0,0
0.966672,85,0,551,1,0,0,0,0
0.979637,83,-1,551,1,0,0,0,0
0.992945,81,-3,551,1,0,0,0,0
1.00633,79,-5,550,1,0,0,0,0
1.01961,76,-7,548,1,0,0,0,0
1.03287,74,-9,544,1,0,0,0,0
1.04571,71,-10,538,1,0,0,0,0
1.06206,68,-12,532,1,0,0,0,0
1.07583,66,-14,531,1,0,0,0,0
1.08909,65,-16,538,1,0,0,0,0
1.10245,62,-18,535,1,0,0,0,0
1.11602,60,-20,535,0,0,0,0,0
1.12896,60,-20,535,1,0,0,0,0
1.14229,57,-23,540,0,0,0,0,0
1.15503,57,-23,540,1,0,0,0,0
1.16828,54,-26,540,1,0,0,0,0
1.18171,51,-29,541,1,0,0,0,0
1.19522,48,-31,543,1,0,0,0,0
1.21016,44,-34,545,1,0,0,0,0
1.22961,40,-37,544,1,0,0,0,0
1.24584,37,-40,553,1,0,0,0,0
1.26154,34,-42,553,1,0,0,0,0
1.27776,31,-44,554,1,0,0,0,0
1.29234,28,-45,550,1,0,0,0,0
1.30797,25,-46,549,1,0,0,0,0
1.32163,21,-48,547,0,0,0,0,0
1.33521,21,-48,547,1,0,0,0,0
1.34901,16,-51,549,1,0,0,0,0
1.36502,12,-53,550,0,0,0,0,0
1.37828,12,-53,550,1,0,0,0,0
1.39188,8,-55,545,1,0,0,0,0
1.40594,4,-57,550,1,0,0,0,0
1.4194,0,-58,548,1,0,0,0,0
1.43271,-2,-59,544,1,0,0,0,0
1.44585,-5,-60,546,1,0,0,0,0
1.4597,-7,-61,545,1,0,0,0,0
1.47312,-9,-63,547,0,0,0,0,0
1.48638,-9,-63,547,1,0,0,0,0
1.49985,-12,-64,549,1,0,0,0,0
1.51325,-14,-65,547,1,0,0,0,0
1.52674,-16,-66,546,1,0,0,0,0
1.54034,-17,-67,548,1,0,0,0,0
1.55403,-18,-68,545,1,0,0,0,0
1.56752,-20,-69,547,1,0,0,0,0
1.58201,-20,-70,549,1,0,0,0,0
1.59547,-21,-70,545,0,0,0,0,0
1.60939,-21,-70,545,1,0,0,0,0
1.62939,-22,-72,547,1,0,0,0,0
1.64322,-22,-72,545,1,0,0,0,0
1.6577,-23,-73,547,1,0,0,0,0
1.67164,-23,-73,546,1,0,0,0,0
1.68563,-24,-74,548,1,0,0,0,0
1.69931,-24,-74,547,1,0,0,0,0
1.71305,-24,-74,553,1,0,0,0,0
1.72712,-25,-75,559,1,0,0,0,0
1.74109,-25,-74,555,1,0,0,0,0
1.75488,-25,-74,560,1,0,0,0,0
1.76909,-26,-74,564,1,0,0,0,0
1.78322,-26,-73,560,1,0,0,0,0
1.79738,-26,-73,563,1,0,0,0,0
1.81157,-27,-74,567,1,0,0,0,0
1.82534,-27,-73,565,1,0,0,0,0
1.83941,-27,-73,567,1,0,0,0,0
1.85359,-28,-72,562,1,0,0,0,0
1.86771,-28,-72,558,1,0,0,0,0
1.88193,-28,-70,554,1,0,0,0,0
1.89585,-28,-69,551,1,0,0,0,0
1.90984,-28,-69,556,1,0,0,0,0
1.92337,-28,-67,551,1,0,0,0,0
1.93749,-28,-65,548,1,0,0,0,0
1.9513,-27,-64,548,1,0,0,0,0
1.96534,-27,-62,546,1,0,0,0,0
1.97872,-27,-60,542,1,0,0,0,0
1.99181,-26,-58,544,1,0,0,0,0
2.00541,-26,-56,543,1,0,0,0,0
2.0187,-26,-55,544,1,0,0,0,0
2.03503,-25,-53,541,0,0,0,0,0
2.0479,-25,-53,541,1,0,0,0,0
2.06191,-24,-50,543,1,0,0,0,0
2.07506,-24,-48,541,1,0,0,0,0
2.08801,-23,-46,544,0,0,0,0,0
2.10258,-23,-46,544,1,0,0,0,0
2.11697,-22,-43,543,1,0,0,0,0
2.13112,-21,-39,541,1,0,0,0,0
2.14499,-20,-37,543,1,0,0,0,0
2.16158,-18,-34,545,1,0,0,0,0
2.17791,-17,-31,544,1,0,0,0,0
2.19134,-16,-29,543,1,0,0,0,0
2.2049,-15,-26,546,1,0,0,0,0
2.22041,-14,-24,545,1,0,0,0,0
2.2339,-12,-21,541,0,0,0,0,0
2.24703,-12,-21,541,1,0,0,0,0
2.26008,-10,-18,538,1,0,0,0,0
2.27368,-9,-16,537,1,0,0,0,0
2.28726,-7,-13,533,1,0,0,0,0
2.30086,-6,-11,531,1,0,0,0,0
2.31564,-5,-9,527,1,0,0,0,0
2.32936,-4,-8,525,0,0,0,0,0
2.34264,-4,-8,525,1,0,0,0,0
2.35628,-3,-6,530,1,0,0,0,0
2.36976,-2,-4,531,1,0,0,0,0
2.38337,-2,-3,535,1,0,0,0,0
2.39674,-2,-1,531,1,0,0,0,0
2.41008,-2,0,533,1,0,0,0,0
2.4235,-2,2,537,1,0,0,0,0
2.43678,-3,4,535,1,0,0,0,0
2.4502,-3,5,537,1,0,0,0,0
2.46373,-4,7,537,1,0,0,0,0
2.47726,-5,9,538,1,0,0,0,0
2.49079,-5,11,538,1,0,0,0,0
2.50432,-6,13,538,1,0,0,0,0
2.51802,-6,14,541,1,0,0,0,0
2.53181,-7,16,541,1,0,0,0,0
2.54544,-8,17,541,1,0,0,0,0
2.55882,-8,19,541,1,0,0,0,0
2.57469,-9,20,541,1,0,0,0,0
2.58975,-10,21,541,0,0,0,0,0
2.60307,-10,21,541,1,0,0,0,0
2.61683,-12,23,541,0,0,0,0,0
2.63068,-12,23,541,1,0,0,0,0
2.64429,-13,24,539,1,0,0,0,0
2.65817,-14,26,537,1,0,0,0,0
2.67195,-16,27,536,1,0,0,0,0
2.68601,-17,28,535,1,0,0,0,0
2.69991,-19,29,531,1,0,0,0,0
2.71335,-20,30,533,1,0,0,0,0
2.727,-21,31,532,1,0,0,0,0
2.74091,-22,32,532,1,0,0,0,0
2.75467,-24,33,531,1,0,0,0,0
2.76845,-25,33,531,1,0,0,0,0
2.78231,-26,34,528,1,0,0,0,0
2.79599,-28,34,528,1,0,0,0,0
2.80984,-30,35,528,1,0,0,0,0
2.82446,-31,35,526,1,0,0,0,0
2.83998,-33,35,526,1,0,0,0,0
2.85339,-35,36,526,0,0,0,0,0
2.86647,-35,36,526,0,0,0,0,0
2.88106,-35,36,526,1,0,0,0,0
2.89502,-38,36,527,1,0,0,0,0
2.90874,-42,37,524,1,0,0,0,0
2.92246,-45,37,523,1,0,0,0,0
2.937,-49,37,527,1,0,0,0,0
2.95093,-52,37,530,1,0,0,0,0
2.96544,-56,37,531,1,0,0,0,0
2.97867,-59,37,534,1,0,0,0,0
2.99176,-62,37,534,1,0,0,0,0
3.00513,-65,37,533,1,0,0,0,0
3.01875,-69,38,536,1,0,0,0,0
3.03255,-73,38,544,1,0,0,0,0
3.04603,-76,38,542,1,0,0,0,0
3.05985,-78,38,540,1,0,0,0,0
3.07388,-79,38,539,1,0,0,0,0
3.08784,-80,37,535,1,0,0,0,0
3.10184,-80,36,534,1,0,0,0,0
3.11586,-80,35,536,1,0,0,0,0
3.13042,-80,35,538,1,0,0,0,0
3.14398,-79,34,539,0,0,0,0,0
3.15785,-79,34,539,1,0,0,0,0
3.17103,-77,32,541,1,0,0,0,0
3.18415,-74,31,541,1,0,0,0,0
3.19752,-71,29,539,1,0,0,0,0
3.21095,-67,27,537,1,0,0,0,0
3.2252,-63,26,538,1,0,0,0,0
3.2381,-60,24,542,1,0,0,0,0
3.25151,-56,22,544,0,0,0,0,0
3.26448,-56,22,544,0,0,0,0,0
3.27742,-56,22,544,1,0,0,0,0
