timestamp,errXmm,errYmm,errZmm,TouchDetected,OutgoingPacket,IncomingPacket,Serial0Enabled,Serial0Open,Serial1Enabled,Serial1Open,kpx,kpy,kix,kiy,kdx,kdy
0.00203632,0,10,426,0,E1A1874B1856C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0172236,0,10,414,0,E1A1876B1854C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0298558,0,10,416,0,E1A1875B1852C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0411584,0,10,416,0,E1A1875B1852C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0530358,0,10,416,0,E1A1876B1851C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0652123,0,10,417,0,E1A1875B1849C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0767943,0,10,418,0,E1A1875B1848C1667X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0982181,-126,-128,409,0,E1A1875B1329C0678X,TE1A1B1C2D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.109563,-125,-127,406,0,E1A1875B1329C0677X,TE1A1B3C6D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.130268,-127,-129,413,0,E1A1875B1325C0668X,TE1A1B3C6D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.153929,-129,-128,409,0,E1A1875B1306C0657X,TE1A1B3C6D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.165928,-131,-129,411,0,E1A1875B1294C0640X,TE1A1B3C6D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
