timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.131944,-10,-56,316,1,1,TE1A0B0C2D000X,0,0
0.145082,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.159758,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.173032,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.186085,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.19934,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.212343,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.224998,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.237827,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.252284,-10,-56,316,0,0,TE1A0B0C3D000X,0,0
0.26537,-10,-56,316,1,0,TE1A0B0C3D000X,0,0
0.27847,-2,-71,318,1,0,TE1A0B0C3D000X,0,0
0.291295,4,-83,319,1,0,TE1A0B0C3D000X,0,0
0.304209,10,-94,321,1,0,TE1A0B0C4D000X,0,0
0.31747,15,-104,322,1,0,TE1A0B0C4D000X,0,0
0.330617,20,-113,324,1,0,TE1A0B0C5D000X,0,0
0.343667,24,-120,324,1,0,TE1A0B0C5D000X,0,0
0.356703,27,-126,324,1,0,TE1A1B0C5D000X,0,0
0.369816,31,-132,325,1,0,TE1A1B0C5D000X,0,0
0.382652,33,-137,326,1,0,TE1A1B0C5D000X,0,0
0.396384,36,-141,326,1,0,TE1A1B0C6D000X,0,0
0.409223,39,-146,327,1,0,TE1A1B0C6D000X,0,0
0.422111,41,-149,328,1,0,TE1A1B0C6D000X,0,0
0.434899,43,-153,328,1,0,TE1A1B0C6D000X,0,0
0.448563,45,-156,329,1,0,TE1A1B0C6D000X,0,0
0.462891,46,-158,329,1,0,TE1A1B0C6D000X,0,0
0.475782,48,-161,330,1,0,TE1A1B0C6D000X,0,0
0.488417,49,-163,330,1,0,TE1A1B0C6D000X,0,0
0.501238,50,-165,331,1,0,TE1A1B0C6D000X,0,0
0.514507,51,-166,330,1,0,TE1A1B0C6D000X,0,0
0.527192,52,-168,331,1,0,TE1A1B0C6D000X,0,0
0.539885,53,-169,331,1,0,TE1A1B0C7D000X,0,0
0.552708,54,-170,331,1,0,TE1A1B0C7D000X,0,0
0.565517,55,-171,331,1,0,TE1A1B0C7D000X,0,0
0.579542,55,-173,332,1,0,TE1A1B0C7D000X,0,0
0.59252,56,-174,333,1,0,TE1A1B0C7D000X,0,0
0.605524,56,-175,333,1,0,TE1A1B0C7D000X,0,0
0.618431,56,-176,333,1,0,TE1A1B0C7D000X,0,0
0.631572,57,-177,333,1,0,TE1A1B0C7D000X,0,0
0.646435,56,-177,333,1,0,TE1A1B0C7D000X,0,0
0.659632,56,-178,333,1,0,TE1A1B0C7D000X,0,0
0.676066,56,-179,333,1,0,TE1A1B0C7D000X,0,0
0.690436,55,-180,334,1,0,TE1A1B0C7D000X,0,0
0.705978,54,-180,334,1,0,TE1A1B0C7D000X,0,0
0.718671,53,-181,335,1,0,TE1A1B0C7D000X,0,0
0.73295,52,-181,335,1,0,TE1A1B0C7D000X,0,0
0.744919,50,-181,336,1,0,TE1A1B0C7D000X,0,0
