timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.102728,-25,4,327,1,1,TE1A0B1C0D000X,0,0
0.115703,-25,4,327,0,0,TE1A0B1C0D000X,0,0
0.128709,-25,4,327,0,0,TE1A0B1C0D000X,0,0
0.141193,-25,4,327,1,0,TE1A0B1C0D000X,0,0
0.154338,-25,4,328,1,0,TE1A0B1C0D000X,0,0
0.167285,-25,5,328,1,0,TE1A0B1C0D000X,0,0
0.180297,-26,5,329,0,0,TE1A0B1C0D000X,0,0
0.192853,-26,5,329,0,0,TE1A0B1C0D000X,0,0
0.20533,-26,5,329,0,0,TE1A0B1C0D000X,0,0
0.217811,-26,5,329,1,0,TE1A0B1C0D000X,0,0
0.230715,-47,-1,328,1,0,TE1A0B1C0D000X,0,0
0.242937,-65,-6,326,1,0,TE1A0B1C0D000X,0,0
0.255347,-81,-11,324,1,0,TE1A0B3C1D000X,0,0
0.26801,-96,-16,323,1,0,TE1A0B3C2D000X,0,0
0.281178,-109,-20,322,1,0,TE1A0B4C2D000X,0,0
0.294427,-121,-24,321,1,0,TE1A0B4C2D000X,0,0
0.306794,-133,-27,321,1,0,TE1A0B5C3D000X,0,0
0.319115,-143,-30,321,1,0,TE1A0B5C3D000X,0,0
0.331664,-151,-32,320,1,0,TE1A0B6C3D000X,0,0
0.343843,-159,-34,319,1,0,TE1A0B6C3D000X,0,0
0.356012,-166,-36,318,1,0,TE1A0B6C4D000X,0,0
0.368338,-172,-38,318,1,0,TE1A0B6C4D000X,0,0
0.382294,-179,-39,318,1,0,TE1A0B6C4D000X,0,0
0.396874,-185,-41,318,1,0,TE1A0B6C4D000X,0,0
0.409371,-191,-42,318,1,0,TE1A0B7C4D000X,0,0
0.421711,-195,-44,318,1,0,TE1A0B7C4D000X,0,0
0.434517,-200,-45,318,1,0,TE1A0B7C4D000X,0,0
0.447251,-203,-46,317,1,0,TE1A0B7C4D000X,0,0
0.459662,-207,-47,316,1,0,TE1A0B7C5D000X,0,0
0.471918,-210,-47,316,1,0,TE1A0B8C5D000X,0,0
0.485022,-213,-48,316,1,0,TE1A0B8C5D000X,0,0
0.497553,-216,-48,317,1,0,TE1A0B8C5D000X,0,0
0.509739,-217,-48,316,1,0,TE1A0B8C5D000X,0,0
0.521783,-219,-48,316,1,0,TE1A0B8C5D000X,0,0
0.534088,-220,-48,316,1,0,TE1A0B8C5D000X,0,0
0.547889,-221,-47,316,1,0,TE1A0B8C5D000X,0,0
0.559874,-223,-47,317,1,0,TE1A0B8C5D000X,0,0
0.571985,-223,-46,317,1,0,TE1A0B8C5D000X,0,0
0.583995,-223,-45,317,1,0,TE1A0B8C5D000X,0,0
0.596368,-223,-44,318,1,0,TE1A0B8C5D000X,0,0
0.608559,-222,-43,317,1,0,TE1A0B8C5D000X,0,0
0.620596,-222,-41,318,1,0,TE1A0B8C5D000X,0,0
0.632759,-221,-40,318,1,0,TE1A0B8C5D000X,0,0
0.644848,-220,-38,319,1,0,TE1A0B8C5D000X,0,0
0.657439,-219,-37,319,1,0,TE1A0B8C5D000X,0,0
0.669189,-218,-35,319,1,0,TE1A0B8C4D000X,0,0
0.681176,-216,-34,320,1,0,TE1A0B8C4D000X,0,0
0.693013,-214,-32,320,1,0,TE1A0B8C4D000X,0,0
0.705327,-212,-30,320,1,0,TE1A0B8C4D000X,0,0
0.717386,-210,-28,320,1,0,TE1A0B8C4D000X,0,0
0.729748,-208,-26,321,1,0,TE1A0B8C4D000X,0,0
0.741502,-206,-24,322,1,0,TE1A0B8C4D000X,0,0
0.753578,-204,-22,322,1,0,TE1A0B8C4D000X,0,0
0.765528,-201,-19,323,1,0,TE1A0B8C4D000X,0,0
0.777592,-198,-16,323,1,0,TE1A0B8C4D000X,0,0
0.790346,-195,-13,325,1,0,TE1A0B8C4D000X,0,0
0.801954,-193,-10,326,0,0,TE1A0B8C3D000X,0,0
0.813554,-193,-10,326,1,0,TE1A0B8C3D000X,0,0
0.825039,-190,-7,326,1,0,TE1A0B8C3D000X,0,0
0.836812,-186,-4,326,1,0,TE1A0B8C3D000X,0,0
0.848802,-182,-1,326,1,0,TE1A0B8C3D000X,0,0
0.86179,-178,1,327,1,0,TE1A0B8C3D000X,0,0
0.873574,-174,4,327,1,0,TE1A0B7C3D000X,0,0
0.88535,-170,7,328,1,0,TE1A0B7C3D000X,0,0
0.897237,-166,10,328,1,0,TE1A0B7C3D000X,0,0
0.909042,-162,12,327,1,0,TE1A0B7C2D000X,0,0
0.920518,-158,15,327,1,0,TE1A0B7C2D000X,0,0
0.932261,-154,17,326,1,0,TE1A0B7C2D000X,0,0
0.944036,-150,20,326,1,0,TE1A0B7C2D000X,0,0
0.955647,-146,22,325,1,0,TE1A0B7C2D000X,0,0
0.967672,-142,25,325,1,0,TE1A0B7C2D000X,0,0
0.979521,-137,27,324,1,0,TE1A0B7C2D000X,0,0
0.991126,-133,29,323,1,0,TE1A0B7C2D000X,0,0
1.00272,-129,31,323,1,0,TE1A0B7C1D000X,0,0
0.0113842,-125,33,323,1,0,TE1A0B7C1D000X,0,0
0.0229322,-120,35,322,1,0,TE1A0B7C1D000X,0,0
0.0346157,-116,37,322,1,0,TE1A0B7C1D000X,0,0
0.0462181,-112,39,321,1,0,TE1A0B6C1D000X,0,0
0.0578907,-108,41,321,1,0,TE1A0B6C1D000X,0,0
0.0694049,-104,43,321,1,0,TE1A0B6C1D000X,0,0
