timestamp,errXmm,errYmm,errZmm,TouchDetected,OutgoingPacket,IncomingPacket,Serial0Enabled,Serial0Open,Serial1Enabled,Serial1Open,kpx,kpy,kix,kiy,kdx,kdy
0.0012614,9,-194,651,0,E1A1946B1964C1955X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0140069,9,-193,652,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0298254,9,-191,648,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0442716,9,-189,642,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0574271,9,-191,646,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0703732,9,-191,649,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0832731,10,-192,653,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.0974676,10,-192,654,0,E1A1946B1964C1967X,TE1A0B0C0D086X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.111845,10,-192,654,0,E1A1946B1964C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.125152,10,-191,652,0,E1A1946B1964C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.138057,-273,-32,609,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.151547,-273,-31,609,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.164101,-280,-31,626,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.17682,-276,-30,619,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.190314,-278,-29,622,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.202936,-278,-29,624,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.215975,-276,-28,620,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.22868,-277,-28,622,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.241368,-276,-27,619,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.254714,-275,-26,619,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.267998,-276,-26,620,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.281052,-277,-26,622,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.294321,-276,-25,621,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.306897,-275,-25,619,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.320198,-276,-25,621,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.333303,-277,-25,623,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
0.346314,-277,-24,622,0,E1A1946B1967C1967X,TE1A0B0C0D085X,1,1,1,1,1.4,1.0,0.8,0.8,0.0,0.0
