timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.704077,2,-17,317,1,1,TE1A0B0C1D000X,0,0
0.717381,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.730771,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.74373,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.756757,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.769596,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.782684,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.795681,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.808576,2,-17,317,0,0,TE1A0B0C1D000X,0,0
0.821633,2,-17,317,1,0,TE1A0B0C1D000X,0,0
0.83456,18,-1,318,1,0,TE1A0B0C1D000X,0,0
0.847541,33,13,318,1,0,TE1A1B0C0D000X,0,0
0.86056,46,26,319,1,0,TE1A1B0C0D000X,0,0
0.873206,58,38,320,1,0,TE1A3B0C0D000X,0,0
0.888746,68,49,322,1,0,TE1A4B0C0D000X,0,0
0.901728,78,58,323,1,0,TE1A5B0C0D000X,0,0
0.914897,86,67,323,1,0,TE1A6B0C0D000X,0,0
0.927666,94,74,324,1,0,TE1A6B0C0D000X,0,0
0.939232,101,81,324,0,0,TE1A7B0C0D000X,0,0
0.950783,101,81,324,0,0,TE1A8B0C0D000X,0,0
0.962199,101,81,324,0,0,TE1A8B0C0D000X,0,0
0.973285,101,81,324,1,0,TE1A8B0C0D000X,0,0
0.984584,112,88,323,0,0,TE1A8B0C0D000X,0,0
0.995961,112,88,323,0,0,TE1A8B0C0D000X,0,0
1.00695,112,88,323,1,0,TE1A8B0C0D000X,0,0
0.012513,124,94,323,1,0,TE1A8B0C0D000X,0,0
0.0249946,131,96,322,1,0,TE1A9B0C0D000X,0,0
0.037409,137,99,322,1,0,TE1A9B0C0D000X,0,0
0.0496081,144,102,322,1,0,TE1A9B0C0D000X,0,0
0.0613807,149,104,321,1,0,TE1A9B0C0D000X,0,0
0.0748485,154,106,321,1,0,TE1A9B0C0D000X,0,0
0.0872276,159,108,321,1,0,TE1A9B0C0D000X,0,0
0.0988413,163,110,321,1,0,TE1A9B0C0D000X,0,0
0.110712,167,111,321,1,0,TE1A9B0C0D000X,0,0
0.122751,171,112,322,1,0,TE1A9B0C0D000X,0,0
0.134637,174,113,322,1,0,TE1A9B0C0D000X,0,0
0.147012,176,113,322,1,0,TE1A9B0C0D000X,0,0
0.159452,177,113,321,0,0,TE1A9B0C0D000X,0,0
0.171305,177,113,321,0,0,TE1A9B0C0D000X,0,0
0.187702,177,113,321,1,0,TE1A9B0C0D000X,0,0
0.199669,181,115,322,0,0,TE1A9B0C0D000X,0,0
0.211621,181,115,322,1,0,TE1A9B0C0D000X,0,0
0.223663,181,115,322,1,0,TE1A9B0C0D000X,0,0
0.235739,179,115,323,1,0,TE1A9B0C0D000X,0,0
0.247694,178,114,325,1,0,TE1A9B0C0D000X,0,0
0.259719,176,114,328,1,0,TE1A9B0C0D000X,0,0
0.272719,175,113,330,1,0,TE1A9B0C0D000X,0,0
0.285228,173,112,332,1,0,TE1A9B0C0D000X,0,0
0.298496,171,111,334,1,0,TE1A9B0C0D000X,0,0
0.311016,170,110,337,0,0,TE1A9B0C0D000X,0,0
0.322981,170,110,337,1,0,TE1A9B0C0D000X,0,0
0.335187,169,110,339,1,0,TE1A9B0C0D000X,0,0
0.347662,167,108,341,0,0,TE1A9B0C0D000X,0,0
0.359908,167,108,341,0,0,TE1A9B0C0D000X,0,0
0.372508,167,108,341,0,0,TE1A9B0C0D000X,0,0
0.385771,167,108,341,0,0,TE1A9B0C0D000X,0,0
0.397759,167,108,341,0,0,TE1A9B0C0D000X,0,0
