timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Heading3,Heading4,Heading5
0.00210224,30,12,549,1,0,0,0,0
0.0166343,30,12,547,1,0,0,0,0
0.0310988,30,12,545,0,0,0,0,0
0.0452982,30,12,545,1,0,0,0,0
0.0601253,30,12,545,1,0,0,0,0
0.0744773,29,12,543,1,0,0,0,0
0.0891373,29,12,543,1,0,0,0,0
0.103399,29,12,540,1,0,0,0,0
0.117722,29,12,539,1,0,0,0,0
0.131877,-26,45,520,1,0,0,0,0
0.145766,-75,73,504,1,0,0,0,0
0.159828,-115,97,490,1,0,0,0,0
0.173942,-148,116,478,1,0,0,0,0
0.188025,-175,132,470,1,0,0,0,0
0.201998,-197,145,465,1,0,0,0,0
0.215334,-214,154,459,0,0,0,0,0
0.227591,-214,154,459,0,0,0,0,0
0.239154,-214,154,459,0,0,0,0,0
0.250892,-214,154,459,0,0,0,0,0
0.263027,-214,154,459,0,0,0,0,0
0.275087,-214,154,459,0,0,0,0,0
0.287577,-214,154,459,0,0,0,0,0
0.300171,-214,154,459,1,0,0,0,0
0.312907,-233,168,443,1,0,0,0,0
0.325853,-248,180,434,1,0,0,0,0
0.338734,-260,190,430,1,0,0,0,0
0.351439,-267,195,425,1,0,0,0,0
0.364141,-272,200,423,1,0,0,0,0
0.376899,-275,202,423,1,0,0,0,0
0.38991,-277,205,429,1,0,0,0,0
0.402641,-274,203,427,0,0,0,0,0
0.41488,-274,203,427,1,0,0,0,0
0.427702,-270,200,428,1,0,0,0,0
0.441489,-264,197,430,0,0,0,0,0
0.454115,-264,197,430,0,0,0,0,0
0.46726,-264,197,430,0,0,0,0,0
0.48046,-264,197,430,0,0,0,0,0
0.493927,-264,197,430,0,0,0,0,0
0.5062,-264,197,430,0,0,0,0,0
0.519667,-264,197,430,0,0,0,0,0
0.532186,-264,197,430,0,0,0,0,0
0.544419,-264,197,430,1,0,0,0,0
0.557342,-251,190,436,0,0,0,0,0
0.570192,-251,190,436,1,0,0,0,0
0.583873,-238,184,443,0,0,0,0,0
0.597089,-238,184,443,0,0,0,0,0
0.6098,-238,184,443,0,0,0,0,0
0.623299,-238,184,443,0,0,0,0,0
0.636192,-238,184,443,1,0,0,0,0
0.649531,-219,175,443,1,0,0,0,0
0.662688,-202,167,444,1,0,0,0,0
0.675882,-188,160,448,0,0,0,0,0
0.688968,-188,160,448,1,0,0,0,0
0.702427,-175,155,452,1,0,0,0,0
0.716282,-164,150,460,0,0,0,0,0
0.729221,-164,150,460,1,0,0,0,0
0.742357,-153,146,467,0,0,0,0,0
0.755308,-153,146,467,1,0,0,0,0
0.76831,-143,143,474,0,0,0,0,0
0.781324,-143,143,474,0,0,0,0,0
0.794023,-143,143,474,0,0,0,0,0
0.80649,-143,143,474,0,0,0,0,0
0.819658,-143,143,474,0,0,0,0,0
