timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.907224,-114,-102,371,1,1,TE1A1B0C1D000X,0,0
0.921285,-114,-102,371,0,0,TE1A0B4C6D000X,0,0
0.936882,-114,-102,371,1,0,TE1A0B4C6D000X,0,0
0.951785,-121,-106,373,0,0,TE1A0B4C6D000X,0,0
0.96562,-121,-106,373,0,0,TE1A0B4C6D000X,0,0
0.979157,-121,-106,373,1,0,TE1A0B4C6D000X,0,0
0.992605,-127,-108,375,1,0,TE1A0B4C6D000X,0,0
1.00659,-129,-108,375,0,0,TE1A0B4C7D000X,0,0
0.0131969,-129,-108,375,0,0,TE1A0B4C7D000X,0,0
0.0268318,-129,-108,375,1,0,TE1A0B4C7D000X,0,0
0.0401513,-115,-88,375,1,0,TE1A0B4C7D000X,0,0
0.0533156,-105,-72,376,1,0,TE1A0B4C7D000X,0,0
0.0663503,-95,-57,376,1,0,TE1A0B4C5D000X,0,0
0.079331,-87,-45,377,1,0,TE1A0B4C4D000X,0,0
0.0919531,-81,-34,378,1,0,TE1A0B3C3D000X,0,0
0.105014,-75,-24,378,1,0,TE1A0B3C3D000X,0,0
0.117867,-70,-15,379,1,0,TE1A0B3C2D000X,0,0
0.131774,-65,-7,379,1,0,TE1A0B3C2D000X,0,0
0.144989,-61,0,380,1,0,TE1A0B3C1D000X,0,0
0.15836,-57,5,380,1,0,TE1A0B3C1D000X,0,0
0.171988,-54,11,380,1,0,TE1A0B3C1D000X,0,0
0.185056,-51,16,380,1,0,TE1A0B3C1D000X,0,0
0.198802,-48,21,380,1,0,TE1A0B3C0D000X,0,0
0.212251,-46,25,380,1,0,TE1A0B3C0D000X,0,0
0.225527,-43,29,380,1,0,TE1A0B3C0D000X,0,0
0.238966,-42,32,381,1,0,TE1A0B3C0D000X,0,0
0.252052,-40,35,381,1,0,TE1A0B3C0D000X,0,0
0.264872,-38,38,381,1,0,TE1A0B3C0D000X,0,0
0.278108,-37,40,381,1,0,TE1A0B3C0D000X,0,0
0.291785,-37,43,383,1,0,TE1A0B3C0D000X,0,0
0.30491,-36,44,383,1,0,TE1A0B3C0D000X,0,0
0.317898,-35,46,383,1,0,TE1A1B3C0D000X,0,0
0.331111,-35,48,383,1,0,TE1A1B3C0D000X,0,0
0.344365,-35,49,383,1,0,TE1A1B3C0D000X,0,0
0.357813,-35,50,385,1,0,TE1A1B3C0D000X,0,0
0.370907,-34,51,385,1,0,TE1A1B3C0D000X,0,0
0.383932,-34,52,385,1,0,TE1A1B3C0D000X,0,0
0.397119,-34,53,386,1,0,TE1A1B3C0D000X,0,0
0.410237,-34,53,386,1,0,TE1A1B3C0D000X,0,0
0.423164,-34,53,386,1,0,TE1A1B3C0D000X,0,0
0.436063,-34,54,386,1,0,TE1A1B3C0D000X,0,0
0.44885,-34,54,386,1,0,TE1A1B3C0D000X,0,0
0.462645,-34,54,387,1,0,TE1A1B3C0D000X,0,0
0.475786,-34,53,386,1,0,TE1A1B3C0D000X,0,0
0.489403,-34,53,386,1,0,TE1A1B3C0D000X,0,0
0.505149,-34,53,386,1,0,TE1A1B3C0D000X,0,0
0.51769,-34,53,387,1,0,TE1A1B3C0D000X,0,0
0.530319,-34,52,388,1,0,TE1A1B3C0D000X,0,0
0.543405,-34,51,389,1,0,TE1A1B3C0D000X,0,0
0.556266,-35,50,389,1,0,TE1A1B3C0D000X,0,0
0.569131,-35,49,390,1,0,TE1A1B3C0D000X,0,0
0.582018,-35,48,390,1,0,TE1A1B3C0D000X,0,0
0.595963,-35,47,389,1,0,TE1A1B3C0D000X,0,0
0.609202,-35,46,390,1,0,TE1A1B3C0D000X,0,0
0.622646,-35,45,390,1,0,TE1A1B3C0D000X,0,0
0.635859,-34,44,390,1,0,TE1A1B3C0D000X,0,0
0.64904,-34,43,390,1,0,TE1A1B3C0D000X,0,0
0.66347,-34,42,390,1,0,TE1A1B3C0D000X,0,0
0.677201,-33,41,389,1,0,TE1A1B3C0D000X,0,0
0.693843,-33,40,390,1,0,TE1A1B3C0D000X,0,0
0.707695,-32,40,390,1,0,TE1A1B3C0D000X,0,0
0.720832,-31,39,390,1,0,TE1A1B3C0D000X,0,0
0.734162,-31,38,388,1,0,TE1A0B3C0D000X,0,0
0.747535,-30,37,388,1,0,TE1A0B3C0D000X,0,0
0.760915,-29,36,387,1,0,TE1A0B3C0D000X,0,0
0.774358,-28,35,387,1,0,TE1A0B3C0D000X,0,0
0.787277,-28,34,387,1,0,TE1A0B3C0D000X,0,0
0.80038,-27,33,387,1,0,TE1A0B3C0D000X,0,0
0.813724,-27,32,387,1,0,TE1A0B2C0D000X,0,0
0.827183,-26,31,387,1,0,TE1A0B2C0D000X,0,0
0.840385,-26,30,387,1,0,TE1A0B2C0D000X,0,0
0.853486,-26,29,387,1,0,TE1A0B2C0D000X,0,0
0.866414,-26,28,387,1,0,TE1A0B2C0D000X,0,0
0.879716,-25,27,387,1,0,TE1A0B2C0D000X,0,0
0.892994,-25,26,388,1,0,TE1A0B2C0D000X,0,0
0.906151,-25,25,388,1,0,TE1A0B2C0D000X,0,0
0.918991,-25,24,389,1,0,TE1A0B2C0D000X,0,0
0.932131,-25,23,388,1,0,TE1A0B2C0D000X,0,0
0.945648,-25,22,389,1,0,TE1A0B2C0D000X,0,0
0.959118,-25,21,388,1,0,TE1A0B2C0D000X,0,0
0.972521,-25,20,388,1,0,TE1A0B2C0D000X,0,0
0.985528,-25,19,388,1,0,TE1A0B2C0D000X,0,0
0.998695,-26,18,388,1,0,TE1A0B2C0D000X,0,0
1.01248,-26,17,389,1,0,TE1A0B2C0D000X,0,0
0.0134308,-26,17,390,1,0,TE1A0B2C0D000X,0,0
0.0267492,-26,16,389,1,0,TE1A0B2C0D000X,0,0
0.0397205,-26,16,389,1,0,TE1A0B2C0D000X,0,0
0.0530147,-26,15,389,1,0,TE1A0B2C0D000X,0,0
0.0664912,-27,15,389,1,0,TE1A0B2C0D000X,0,0
0.0798558,-27,15,389,1,0,TE1A0B2C0D000X,0,0
0.0930423,-27,14,390,1,0,TE1A0B2C0D000X,0,0
0.106277,-27,14,390,1,0,TE1A0B2C0D000X,0,0
0.119518,-27,13,390,1,0,TE1A0B2C0D000X,0,0
0.132764,-27,12,389,1,0,TE1A0B2C0D000X,0,0
0.146082,-27,12,388,1,0,TE1A0B2C0D000X,0,0
0.159526,-27,11,388,1,0,TE1A0B2C0D000X,0,0
0.172903,-28,10,388,1,0,TE1A0B2C0D000X,0,0
0.186555,-28,10,388,1,0,TE1A0B2C0D000X,0,0
0.200215,-28,9,387,1,0,TE1A0B2C0D000X,0,0
0.213516,-28,9,386,1,0,TE1A0B2C0D000X,0,0
0.226828,-29,8,386,1,0,TE1A0B2C0D000X,0,0
0.240103,-29,8,386,1,0,TE1A0B2C0D000X,0,0
0.252981,-29,7,385,1,0,TE1A0B2C0D000X,0,0
0.265896,-29,7,386,1,0,TE1A0B2C0D000X,0,0
0.279365,-29,7,387,1,0,TE1A0B2C0D000X,0,0
0.293198,-30,7,388,1,0,TE1A0B2C0D000X,0,0
0.306349,-30,8,389,1,0,TE1A0B2C0D000X,0,0
0.319569,-30,8,389,1,0,TE1A0B2C0D000X,0,0
0.332897,-31,8,389,1,0,TE1A0B2C0D000X,0,0
0.3465,-31,8,390,1,0,TE1A0B2C0D000X,0,0
0.359615,-31,9,390,1,0,TE1A0B2C0D000X,0,0
0.372688,-31,9,390,1,0,TE1A0B2C0D000X,0,0
0.385978,-31,9,390,1,0,TE1A0B2C0D000X,0,0
0.398357,-31,10,390,1,0,TE1A0B2C0D000X,0,0
0.415705,-31,10,390,1,0,TE1A0B2C0D000X,0,0
0.430381,-31,11,390,1,0,TE1A0B2C0D000X,0,0
0.448144,-31,11,390,1,0,TE1A0B2C0D000X,0,0
0.46169,-31,11,390,1,0,TE1A0B2C0D000X,0,0
0.475178,-31,11,391,1,0,TE1A0B2C0D000X,0,0
0.489215,-31,12,391,1,0,TE1A0B2C0D000X,0,0
0.502532,-31,12,391,1,0,TE1A0B2C0D000X,0,0
0.515464,-31,12,391,1,0,TE1A0B2C0D000X,0,0
0.528808,-24,20,391,1,0,TE1A0B2C0D000X,0,0
0.542131,-18,28,392,1,0,TE1A0B2C0D000X,0,0
0.555434,-12,34,393,1,0,TE1A0B2C0D000X,0,0
0.568794,-7,41,394,1,0,TE1A1B2C0D000X,0,0
0.582276,-3,46,395,1,0,TE1A1B2C0D000X,0,0
0.595639,1,51,395,1,0,TE1A1B2C0D000X,0,0
0.609014,4,56,396,1,0,TE1A1B2C0D000X,0,0
0.62219,8,60,397,1,0,TE1A2B2C0D000X,0,0
0.635478,11,64,397,1,0,TE1A2B2C0D000X,0,0
0.648654,14,68,397,1,0,TE1A3B2C0D000X,0,0
0.661641,17,71,398,1,0,TE1A3B2C0D000X,0,0
0.674389,20,74,398,1,0,TE1A3B2C0D000X,0,0
0.687233,22,77,398,1,0,TE1A3B2C0D000X,0,0
0.700154,25,79,399,1,0,TE1A3B2C0D000X,0,0
0.71274,27,82,399,1,0,TE1A4B2C0D000X,0,0
0.725621,29,84,399,1,0,TE1A4B2C0D000X,0,0
0.73834,31,86,399,1,0,TE1A4B2C0D000X,0,0
0.751394,33,87,398,1,0,TE1A4B2C0D000X,0,0
0.764807,35,89,399,1,0,TE1A4B2C0D000X,0,0
0.777757,37,91,399,1,0,TE1A4B2C0D000X,0,0
0.791161,38,92,398,1,0,TE1A4B2C0D000X,0,0
0.804844,40,93,398,1,0,TE1A4B2C0D000X,0,0
0.818033,41,95,399,1,0,TE1A5B2C0D000X,0,0
0.831036,42,96,398,1,0,TE1A5B2C0D000X,0,0
0.84381,44,97,398,1,0,TE1A5B2C0D000X,0,0
0.856754,45,97,398,1,0,TE1A5B2C0D000X,0,0
0.871333,46,98,398,1,0,TE1A5B2C0D000X,0,0
0.884548,47,98,397,1,0,TE1A5B2C0D000X,0,0
0.897848,47,98,397,1,0,TE1A5B2C0D000X,0,0
0.911456,48,99,397,1,0,TE1A5B2C0D000X,0,0
0.924427,48,99,397,1,0,TE1A5B2C0D000X,0,0
0.938558,48,99,397,1,0,TE1A5B2C0D000X,0,0
0.952042,48,99,397,1,0,TE1A5B2C0D000X,0,0
0.965205,48,99,397,1,0,TE1A5B2C0D000X,0,0
0.977659,48,99,398,1,0,TE1A5B2C0D000X,0,0
0.990564,48,99,399,1,0,TE1A5B2C0D000X,0,0
1.00336,47,99,399,1,0,TE1A5B2C0D000X,0,0
0.01294,47,99,400,1,0,TE1A5B2C0D000X,0,0
0.0254233,46,98,400,1,0,TE1A5B2C0D000X,0,0
0.0381976,45,97,401,1,0,TE1A5B2C0D000X,0,0
0.0510088,45,97,401,1,0,TE1A5B2C0D000X,0,0
0.0640056,44,97,401,1,0,TE1A5B2C0D000X,0,0
0.0769197,43,97,402,1,0,TE1A5B2C0D000X,0,0
0.0896485,42,96,401,1,0,TE1A5B2C0D000X,0,0
0.102545,41,95,402,1,0,TE1A5B2C0D000X,0,0
0.11531,39,95,403,1,0,TE1A5B2C0D000X,0,0
0.128489,38,95,404,1,0,TE1A5B2C0D000X,0,0
0.141221,37,94,404,1,0,TE1A4B2C0D000X,0,0
0.153318,35,93,404,1,0,TE1A4B2C0D000X,0,0
0.16579,33,93,404,1,0,TE1A4B2C0D000X,0,0
