timestamp,errXmm,errYmm,errZmm,TouchDetected,OutgoingPacket,IncomingPacket,Serial0Enabled,Serial0Open,Serial1Enabled,Serial1Open,kpx,kpy,kix,kiy,kdx,kdy
0.00112037,-18,-77,412,0,E1A1923B1821C1032X,TE1A1B2C8D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0139361,-17,-76,412,0,E1A1923B1824C1034X,TE1A1B1C4D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0271818,-17,-76,410,0,E1A1923B1824C1027X,TE1A1B1C4D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0413322,-17,-76,410,0,E1A1923B1824C1027X,TE1A1B1C4D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0531917,-17,-76,410,0,E1A1923B1824C1027X,TE1A1B1C4D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.065512,-16,-76,411,0,E1A1923B1827C1020X,TE1A1B1C4D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.0769205,-16,-76,411,0,E1A1923B1827C1020X,TE1A1B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.090099,87,112,389,0,E1A0751B1690C1020X,TE1A1B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.102862,89,114,396,0,E1A0748B1689C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.115243,88,113,390,0,E1A0732B1686C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.127388,89,114,392,0,E1A0722B1683C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.138073,90,113,390,0,E1A0698B1682C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.150296,92,116,388,0,E1A0655B1676C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.162351,94,117,386,0,E1A0624B1672C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.174561,96,118,387,0,E1A0595B1673C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.188596,97,118,386,0,E1A0568B1672C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.200662,99,119,386,0,E1A0541B1673C1020X,TE1A6B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.212743,100,119,385,0,E1A0519B1674C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.225172,101,119,385,0,E1A0501B1673C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.237316,102,119,385,0,E1A0484B1673C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.249239,103,119,384,0,E1A0466B1672C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.26522,104,119,385,0,E1A0449B1673C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.277373,104,118,384,0,E1A0433B1672C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.308954,105,118,385,0,E1A0419B1673C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.321174,106,118,386,0,E1A0405B1674C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.333122,106,118,387,0,E1A0393B1676C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.345043,107,117,388,0,E1A0381B1677C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.357067,107,117,388,0,E1A0370B1678C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.36914,108,116,389,0,E1A0359B1680C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.380818,108,115,392,0,E1A0352B1682C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.393588,109,115,394,0,E1A0345B1685C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.406208,109,114,395,0,E1A0339B1686C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.419055,109,113,395,0,E1A0333B1688C1020X,TE1A7B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.433185,109,112,396,0,E1A0328B1690C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.444634,108,110,396,0,E1A0323B1692C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.456911,108,109,397,0,E1A0321B1694C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.469124,107,107,397,0,E1A0319B1697C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.495322,107,105,399,0,E1A0321B1702C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.50828,106,103,400,0,E1A0323B1706C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.520005,105,101,402,0,E1A0324B1710C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.532177,105,99,402,0,E1A0326B1714C1020X,TE1A8B2C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.544534,104,97,404,0,E1A0329B1719C1020X,TE1A8B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.556666,103,95,405,0,E1A0333B1723C1020X,TE1A8B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.568905,102,93,407,0,E1A0337B1728C1020X,TE1A8B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.580848,102,91,408,0,E1A0339B1733C1020X,TE1A8B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.593261,101,88,410,0,E1A0343B1738C1020X,TE1A8B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.605337,100,87,412,0,E1A0347B1743C1020X,TE1A7B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.617549,100,84,413,0,E1A0350B1748C1020X,TE1A7B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
0.630845,99,82,415,0,E1A0355B1753C1020X,TE1A7B1C5D000X,1,1,1,1,1.4,1.4,1.4,1.8,0.0,0.0
