timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Heading3,Heading4,Heading5
0.00264028,-3,-25,358,0,0,0,0,0
0.015503,-3,-25,358,1,0,0,0,0
0.0296322,-3,-25,359,0,0,0,0,0
0.0423742,-3,-25,359,0,0,0,0,0
0.0556348,-3,-25,359,0,0,0,0,0
0.0682244,-3,-25,359,0,0,0,0,0
0.0805923,-3,-25,359,1,0,0,0,0
0.0935298,-3,-24,358,0,0,0,0,0
0.106649,-3,-24,358,0,0,0,0,0
0.119381,-3,-24,358,1,0,0,0,0
0.132242,34,-10,347,1,0,0,0,0
0.145012,68,1,336,1,0,0,0,0
0.157583,98,12,327,1,0,0,0,0
0.170597,123,21,319,1,0,0,0,0
0.183662,144,29,312,1,0,0,0,0
0.196291,160,35,307,1,0,0,0,0
0.208559,173,40,304,0,0,0,0,0
0.219306,173,40,304,0,0,0,0,0
0.230494,173,40,304,0,0,0,0,0
0.241407,173,40,304,0,0,0,0,0
0.252211,173,40,304,1,0,0,0,0
0.264369,197,39,299,1,0,0,0,0
0.277193,214,37,293,1,0,0,0,0
0.289557,227,35,288,1,0,0,0,0
0.304262,236,34,283,1,0,0,0,0
0.317256,243,33,282,1,0,0,0,0
0.329969,247,32,280,1,0,0,0,0
0.343113,250,31,280,1,0,0,0,0
0.355659,250,29,279,1,0,0,0,0
0.368842,248,29,278,1,0,0,0,0
0.381783,247,27,279,1,0,0,0,0
0.395051,244,26,280,1,0,0,0,0
0.407711,241,25,281,0,0,0,0,0
0.41908,241,25,281,1,0,0,0,0
0.431132,238,24,285,1,0,0,0,0
0.443032,232,23,287,1,0,0,0,0
0.455927,227,21,291,1,0,0,0,0
0.467732,221,20,295,1,0,0,0,0
0.47955,214,19,298,1,0,0,0,0
0.49142,208,17,302,1,0,0,0,0
0.503677,202,16,305,1,0,0,0,0
0.515774,195,15,307,1,0,0,0,0
0.528594,189,13,310,0,0,0,0,0
0.540413,189,13,310,1,0,0,0,0
0.55272,183,11,313,1,0,0,0,0
0.56513,177,9,316,1,0,0,0,0
0.577344,171,7,320,1,0,0,0,0
0.589514,166,4,323,0,0,0,0,0
0.600868,166,4,323,1,0,0,0,0
0.612524,159,2,328,1,0,0,0,0
0.623749,152,0,331,1,0,0,0,0
0.635792,146,-1,333,0,0,0,0,0
0.647269,146,-1,333,0,0,0,0,0
0.658723,146,-1,333,0,0,0,0,0
0.669996,146,-1,333,0,0,0,0,0
0.681429,146,-1,333,0,0,0,0,0
0.695725,146,-1,333,0,0,0,0,0
0.706901,146,-1,333,0,0,0,0,0
0.71795,146,-1,333,0,0,0,0,0
0.729327,146,-1,333,0,0,0,0,0
0.740701,146,-1,333,0,0,0,0,0
0.751936,146,-1,333,0,0,0,0,0
0.763627,146,-1,333,0,0,0,0,0
0.775551,146,-1,333,0,0,0,0,0
0.787112,146,-1,333,0,0,0,0,0
0.798737,146,-1,333,0,0,0,0,0
0.810663,146,-1,333,0,0,0,0,0
0.822355,146,-1,333,0,0,0,0,0
0.834312,146,-1,333,1,0,0,0,0
0.846105,116,-5,340,1,0,0,0,0
0.858469,88,-9,345,1,0,0,0,0
0.870281,64,-11,349,1,0,0,0,0
0.882289,43,-14,351,1,0,0,0,0
0.894207,25,-16,353,1,0,0,0,0
0.906176,10,-17,356,0,0,0,0,0
0.91765,10,-17,356,0,0,0,0,0
0.928651,10,-17,356,0,0,0,0,0
0.939725,10,-17,356,0,0,0,0,0
0.951621,10,-17,356,0,0,0,0,0
0.963741,10,-17,356,0,0,0,0,0
0.975043,10,-17,356,0,0,0,0,0
0.986362,10,-17,356,0,0,0,0,0
0.997103,10,-17,356,1,0,0,0,0
1.00896,-21,-20,360,0,0,0,0,0
1.02068,-21,-20,360,1,0,0,0,0
1.03278,-49,-22,362,1,0,0,0,0
1.0447,-72,-24,361,1,0,0,0,0
1.05733,-91,-25,362,0,0,0,0,0
1.0708,-91,-25,362,0,0,0,0,0
1.08229,-91,-25,362,0,0,0,0,0
1.09509,-91,-25,362,0,0,0,0,0
1.11089,-91,-25,362,0,0,0,0,0
1.12255,-91,-25,362,0,0,0,0,0
1.13373,-91,-25,362,0,0,0,0,0
1.14503,-91,-25,362,1,0,0,0,0
1.15727,-113,-27,361,1,0,0,0,0
1.17033,-131,-28,361,1,0,0,0,0
1.18304,-144,-30,360,1,0,0,0,0
1.19706,-154,-31,360,1,0,0,0,0
1.2142,-161,-32,359,1,0,0,0,0
1.22933,-165,-33,359,1,0,0,0,0
1.24186,-166,-34,359,1,0,0,0,0
1.25362,-166,-34,360,0,0,0,0,0
1.26525,-166,-34,360,0,0,0,0,0
1.27984,-166,-34,360,0,0,0,0,0
1.29383,-166,-34,360,0,0,0,0,0
1.30622,-166,-34,360,0,0,0,0,0
1.31808,-166,-34,360,0,0,0,0,0
1.32954,-166,-34,360,0,0,0,0,0
1.34086,-166,-34,360,0,0,0,0,0
1.35232,-166,-34,360,0,0,0,0,0
1.36384,-166,-34,360,0,0,0,0,0
1.37579,-166,-34,360,0,0,0,0,0
1.38733,-166,-34,360,0,0,0,0,0
1.3987,-166,-34,360,0,0,0,0,0
1.41031,-166,-34,360,0,0,0,0,0
1.42234,-166,-34,360,0,0,0,0,0
1.43378,-166,-34,360,0,0,0,0,0
1.44573,-166,-34,360,0,0,0,0,0
1.45746,-166,-34,360,0,0,0,0,0
1.46936,-166,-34,360,0,0,0,0,0
1.48086,-166,-34,360,0,0,0,0,0
1.49259,-166,-34,360,1,0,0,0,0
1.5072,-137,-32,361,0,0,0,0,0
1.51922,-137,-32,361,0,0,0,0,0
1.53101,-137,-32,361,0,0,0,0,0
1.54303,-137,-32,361,1,0,0,0,0
1.55512,-107,-28,359,1,0,0,0,0
1.56763,-80,-25,359,0,0,0,0,0
1.57972,-80,-25,359,1,0,0,0,0
1.59266,-56,-22,358,1,0,0,0,0
1.60575,-33,-20,357,1,0,0,0,0
1.61792,-14,-17,354,1,0,0,0,0
