timestamp,errXmm,errYmm,errZmm,ThetaDesired,ThetaMeasured,Heading3,Heading4,Heading5
0.395723,0,0,0,-34.000000,0.000000,0,0,0
0.407685,0,0,0,-34.000000,0.000000,0,0,0
0.419317,0,0,0,-34.000000,-1.000000,0,0,0
0.431627,0,0,0,-34.000000,-1.000000,0,0,0
0.44362,0,0,0,-34.000000,-2.000000,0,0,0
0.451512,0,0,0,-34.000000,-2.000000,0,0,0
0.463683,0,0,0,-34.000000,-2.000000,0,0,0
0.475551,0,0,0,-34.000000,-4.000000,0,0,0
0.48724,0,0,0,-34.000000,-4.000000,0,0,0
0.499396,0,0,0,-34.000000,-4.000000,0,0,0
0.507365,0,0,0,-34.000000,-5.000000,0,0,0
0.519098,0,0,0,-34.000000,-6.000000,0,0,0
0.531309,0,0,0,-34.000000,-6.000000,0,0,0
0.54372,0,0,0,-34.000000,-6.000000,0,0,0
0.555195,0,0,0,-34.000000,-7.000000,0,0,0
0.567312,0,0,0,-34.000000,-7.000000,0,0,0
0.577921,0,0,0,-34.000000,-9.000000,0,0,0
0.587626,0,0,0,-34.000000,-10.000000,0,0,0
0.599594,0,0,0,-34.000000,-10.000000,0,0,0
0.611453,0,0,0,-34.000000,-11.000000,0,0,0
0.624117,0,0,0,-34.000000,-12.000000,0,0,0
0.635384,0,0,0,-34.000000,-13.000000,0,0,0
0.643842,0,0,0,-34.000000,-13.000000,0,0,0
0.655414,0,0,0,-34.000000,-13.000000,0,0,0
0.667591,0,0,0,-34.000000,-13.000000,0,0,0
0.679464,0,0,0,-34.000000,-15.000000,0,0,0
0.691722,0,0,0,-34.000000,-16.000000,0,0,0
0.699728,0,0,0,-34.000000,-16.000000,0,0,0
0.711676,0,0,0,-34.000000,-16.000000,0,0,0
0.724111,0,0,0,-34.000000,-17.000000,0,0,0
0.736075,0,0,0,-34.000000,-17.000000,0,0,0
0.749956,0,0,0,-34.000000,-17.000000,0,0,0
0.759575,0,0,0,-34.000000,-18.000000,0,0,0
0.769162,0,0,0,-34.000000,-18.000000,0,0,0
0.779817,0,0,0,-34.000000,-18.000000,0,0,0
0.792118,0,0,0,-34.000000,-19.000000,0,0,0
0.803536,0,0,0,-34.000000,-19.000000,0,0,0
0.815738,0,0,0,-34.000000,-19.000000,0,0,0
0.827668,0,0,0,-34.000000,-19.000000,0,0,0
0.835576,0,0,0,-34.000000,-20.000000,0,0,0
0.847697,0,0,0,-34.000000,-20.000000,0,0,0
0.859662,0,0,0,-34.000000,-20.000000,0,0,0
0.871395,0,0,0,-34.000000,-20.000000,0,0,0
0.883677,0,0,0,-34.000000,-20.000000,0,0,0
0.892248,0,0,0,-34.000000,-21.000000,0,0,0
0.903503,0,0,0,-34.000000,-21.000000,0,0,0
0.915531,0,0,0,-34.000000,-21.000000,0,0,0
0.927702,0,0,0,-34.000000,-21.000000,0,0,0
0.940932,0,0,0,-34.000000,-21.000000,0,0,0
0.95129,0,0,0,-34.000000,-22.000000,0,0,0
0.960329,0,0,0,-34.000000,-22.000000,0,0,0
0.97141,0,0,0,-34.000000,-22.000000,0,0,0
0.983945,0,0,0,-34.000000,-22.000000,0,0,0
1.00236,0,0,0,-34.000000,-22.000000,0,0,0
0.00965635,0,0,0,-34.000000,-22.000000,0,0,0
0.0178607,0,0,0,-34.000000,-23.000000,0,0,0
0.0259334,0,0,0,-34.000000,-23.000000,0,0,0
0.0368032,0,0,0,-34.000000,-23.000000,0,0,0
0.0492732,0,0,0,-34.000000,-24.000000,0,0,0
0.0611813,0,0,0,-34.000000,-24.000000,0,0,0
0.0733374,0,0,0,-34.000000,-24.000000,0,0,0
0.0812626,0,0,0,-34.000000,-24.000000,0,0,0
0.093275,0,0,0,-34.000000,-24.000000,0,0,0
0.105132,0,0,0,-34.000000,-25.000000,0,0,0
0.116856,0,0,0,-34.000000,-25.000000,0,0,0
0.129053,0,0,0,-34.000000,-25.000000,0,0,0
0.141175,0,0,0,-34.000000,-25.000000,0,0,0
0.149076,0,0,0,-34.000000,-25.000000,0,0,0
0.161264,0,0,0,-34.000000,-25.000000,0,0,0
0.173261,0,0,0,-34.000000,-26.000000,0,0,0
0.184974,0,0,0,-34.000000,-26.000000,0,0,0
0.197158,0,0,0,-34.000000,-26.000000,0,0,0
0.205252,0,0,0,-34.000000,-26.000000,0,0,0
0.217019,0,0,0,-34.000000,-26.000000,0,0,0
0.228952,0,0,0,-34.000000,-26.000000,0,0,0
0.241258,0,0,0,-34.000000,-26.000000,0,0,0
0.253005,0,0,0,-34.000000,-26.000000,0,0,0
0.265145,0,0,0,-34.000000,-26.000000,0,0,0
0.273358,0,0,0,-34.000000,-26.000000,0,0,0
0.285002,0,0,0,-34.000000,-26.000000,0,0,0
0.297155,0,0,0,-34.000000,-26.000000,0,0,0
0.309302,0,0,0,-34.000000,-26.000000,0,0,0
0.321769,0,0,0,-34.000000,-27.000000,0,0,0
0.332956,0,0,0,-34.000000,-27.000000,0,0,0
0.341174,0,0,0,-34.000000,-27.000000,0,0,0
0.352927,0,0,0,-34.000000,-27.000000,0,0,0
0.365216,0,0,0,-34.000000,-27.000000,0,0,0
0.377363,0,0,0,-34.000000,-27.000000,0,0,0
0.389385,0,0,0,-34.000000,-27.000000,0,0,0
0.397338,0,0,0,-34.000000,-27.000000,0,0,0
0.409472,0,0,0,-34.000000,-27.000000,0,0,0
0.421532,0,0,0,-34.000000,-27.000000,0,0,0
0.433113,0,0,0,-34.000000,-27.000000,0,0,0
0.445398,0,0,0,-34.000000,-27.000000,0,0,0
0.457138,0,0,0,-34.000000,-27.000000,0,0,0
0.465088,0,0,0,-34.000000,-27.000000,0,0,0
0.477393,0,0,0,-34.000000,-27.000000,0,0,0
0.48936,0,0,0,-34.000000,-28.000000,0,0,0
0.501177,0,0,0,-34.000000,-27.000000,0,0,0
0.513029,0,0,0,-34.000000,-27.000000,0,0,0
0.525034,0,0,0,-34.000000,-27.000000,0,0,0
0.532863,0,0,0,-34.000000,-28.000000,0,0,0
0.545043,0,0,0,-34.000000,-28.000000,0,0,0
0.556788,0,0,0,-34.000000,-28.000000,0,0,0
0.568838,0,0,0,-34.000000,-28.000000,0,0,0
0.581148,0,0,0,-34.000000,-28.000000,0,0,0
0.589515,0,0,0,-34.000000,-28.000000,0,0,0
0.600725,0,0,0,-34.000000,-28.000000,0,0,0
0.61324,0,0,0,-34.000000,-28.000000,0,0,0
0.625364,0,0,0,-34.000000,-28.000000,0,0,0
0.637111,0,0,0,-34.000000,-28.000000,0,0,0
0.649251,0,0,0,-34.000000,-28.000000,0,0,0
0.657498,0,0,0,-34.000000,-28.000000,0,0,0
0.669055,0,0,0,-34.000000,-28.000000,0,0,0
0.681256,0,0,0,-34.000000,-28.000000,0,0,0
0.693379,0,0,0,-34.000000,-28.000000,0,0,0
0.705338,0,0,0,-34.000000,-27.000000,0,0,0
0.717038,0,0,0,-34.000000,-27.000000,0,0,0
0.725718,0,0,0,-34.000000,-27.000000,0,0,0
0.737093,0,0,0,-34.000000,-26.000000,0,0,0
0.749234,0,0,0,-34.000000,-26.000000,0,0,0
0.761325,0,0,0,-34.000000,-26.000000,0,0,0
0.773293,0,0,0,-34.000000,-25.000000,0,0,0
0.781134,0,0,0,-34.000000,-25.000000,0,0,0
0.793342,0,0,0,-34.000000,-24.000000,0,0,0
0.805478,0,0,0,-34.000000,-23.000000,0,0,0
0.817062,0,0,0,-34.000000,-21.000000,0,0,0
0.829247,0,0,0,-34.000000,-21.000000,0,0,0
0.841284,0,0,0,-34.000000,-20.000000,0,0,0
0.849388,0,0,0,-34.000000,-19.000000,0,0,0
0.861425,0,0,0,-34.000000,-19.000000,0,0,0
0.873209,0,0,0,-34.000000,-19.000000,0,0,0
0.885033,0,0,0,-34.000000,-18.000000,0,0,0
0.897248,0,0,0,-34.000000,-18.000000,0,0,0
0.905334,0,0,0,-34.000000,-18.000000,0,0,0
0.917093,0,0,0,-34.000000,-19.000000,0,0,0
0.929144,0,0,0,-34.000000,-19.000000,0,0,0
0.941488,0,0,0,-34.000000,-19.000000,0,0,0
0.953083,0,0,0,-34.000000,-20.000000,0,0,0
0.964995,0,0,0,-34.000000,-20.000000,0,0,0
0.973293,0,0,0,-34.000000,-20.000000,0,0,0
0.98503,0,0,0,-34.000000,-20.000000,0,0,0
0.997386,0,0,0,-34.000000,-20.000000,0,0,0
1.00921,0,0,0,-34.000000,-20.000000,0,0,0
0.0124573,0,0,0,-34.000000,-21.000000,0,0,0
0.0238089,0,0,0,-34.000000,-21.000000,0,0,0
0.0321673,0,0,0,-34.000000,-21.000000,0,0,0
0.0438331,0,0,0,-34.000000,-21.000000,0,0,0
0.0561276,0,0,0,-34.000000,-21.000000,0,0,0
0.0681274,0,0,0,-34.000000,-21.000000,0,0,0
0.0804407,0,0,0,-34.000000,-22.000000,0,0,0
0.0885178,0,0,0,-34.000000,-22.000000,0,0,0
0.100264,0,0,0,-34.000000,-22.000000,0,0,0
0.113352,0,0,0,-34.000000,-23.000000,0,0,0
0.125544,0,0,0,-34.000000,-23.000000,0,0,0
0.135979,0,0,0,-34.000000,-23.000000,0,0,0
0.15051,0,0,0,-34.000000,-24.000000,0,0,0
0.159739,0,0,0,-34.000000,-24.000000,0,0,0
0.168202,0,0,0,-34.000000,-24.000000,0,0,0
0.18054,0,0,0,-34.000000,-25.000000,0,0,0
0.192038,0,0,0,-34.000000,-25.000000,0,0,0
0.204327,0,0,0,-34.000000,-25.000000,0,0,0
0.215767,0,0,0,-34.000000,-25.000000,0,0,0
0.223741,0,0,0,-34.000000,-26.000000,0,0,0
0.235876,0,0,0,-34.000000,-26.000000,0,0,0
0.247878,0,0,0,-34.000000,-26.000000,0,0,0
0.259758,0,0,0,-34.000000,-26.000000,0,0,0
0.271999,0,0,0,-34.000000,-26.000000,0,0,0
0.280191,0,0,0,-34.000000,-27.000000,0,0,0
0.291808,0,0,0,-34.000000,-28.000000,0,0,0
0.304183,0,0,0,-34.000000,-28.000000,0,0,0
0.316104,0,0,0,-34.000000,-28.000000,0,0,0
0.327955,0,0,0,-34.000000,-29.000000,0,0,0
0.339963,0,0,0,-34.000000,-29.000000,0,0,0
0.348192,0,0,0,-34.000000,-29.000000,0,0,0
0.359845,0,0,0,-34.000000,-30.000000,0,0,0
0.37196,0,0,0,-34.000000,-30.000000,0,0,0
0.38414,0,0,0,-34.000000,-30.000000,0,0,0
0.396161,0,0,0,-34.000000,-30.000000,0,0,0
0.407807,0,0,0,-34.000000,-31.000000,0,0,0
0.416082,0,0,0,-34.000000,-31.000000,0,0,0
0.427951,0,0,0,-34.000000,-31.000000,0,0,0
0.444119,0,0,0,-34.000000,-32.000000,0,0,0
0.453774,0,0,0,-34.000000,-32.000000,0,0,0
0.464197,0,0,0,-34.000000,-32.000000,0,0,0
0.472356,0,0,0,-34.000000,-32.000000,0,0,0
0.484167,0,0,0,-34.000000,-32.000000,0,0,0
0.496026,0,0,0,-34.000000,-32.000000,0,0,0
0.50785,0,0,0,-34.000000,-32.000000,0,0,0
0.519908,0,0,0,-34.000000,-32.000000,0,0,0
0.532171,0,0,0,-34.000000,-33.000000,0,0,0
0.540107,0,0,0,-34.000000,-33.000000,0,0,0
0.552034,0,0,0,-34.000000,-33.000000,0,0,0
0.564153,0,0,0,-34.000000,-33.000000,0,0,0
0.575754,0,0,0,-34.000000,-33.000000,0,0,0
0.588109,0,0,0,-34.000000,-33.000000,0,0,0
0.600142,0,0,0,-34.000000,-33.000000,0,0,0
0.608111,0,0,0,-34.000000,-33.000000,0,0,0
0.619991,0,0,0,-34.000000,-33.000000,0,0,0
0.632059,0,0,0,-34.000000,-33.000000,0,0,0
0.643761,0,0,0,-34.000000,-33.000000,0,0,0
0.656027,0,0,0,-34.000000,-33.000000,0,0,0
0.664688,0,0,0,-34.000000,-33.000000,0,0,0
0.675925,0,0,0,-34.000000,-33.000000,0,0,0
0.687958,0,0,0,-34.000000,-33.000000,0,0,0
0.700205,0,0,0,-34.000000,-33.000000,0,0,0
0.712336,0,0,0,-34.000000,-33.000000,0,0,0
0.723822,0,0,0,-34.000000,-33.000000,0,0,0
0.732141,0,0,0,-34.000000,-33.000000,0,0,0
0.743733,0,0,0,-34.000000,-33.000000,0,0,0
0.756041,0,0,0,-34.000000,-33.000000,0,0,0
0.768306,0,0,0,-34.000000,-33.000000,0,0,0
0.780443,0,0,0,-34.000000,-33.000000,0,0,0
0.788717,0,0,0,-34.000000,-33.000000,0,0,0
0.800328,0,0,0,-34.000000,-33.000000,0,0,0
0.812571,0,0,0,-34.000000,-33.000000,0,0,0
0.823679,0,0,0,-34.000000,-33.000000,0,0,0
0.836164,0,0,0,-34.000000,-33.000000,0,0,0
0.848184,0,0,0,-34.000000,-33.000000,0,0,0
0.859826,0,0,0,-34.000000,-33.000000,0,0,0
0.868251,0,0,0,-34.000000,-33.000000,0,0,0
0.880166,0,0,0,-34.000000,-33.000000,0,0,0
0.891797,0,0,0,-34.000000,-32.000000,0,0,0
0.904036,0,0,0,-34.000000,-32.000000,0,0,0
0.915965,0,0,0,-34.000000,-33.000000,0,0,0
0.923846,0,0,0,-34.000000,-33.000000,0,0,0
0.936216,0,0,0,-34.000000,-33.000000,0,0,0
0.948122,0,0,0,-34.000000,-32.000000,0,0,0
0.959741,0,0,0,-34.000000,-32.000000,0,0,0
0.972363,0,0,0,-34.000000,-32.000000,0,0,0
0.980592,0,0,0,-34.000000,-32.000000,0,0,0
0.991787,0,0,0,-34.000000,-32.000000,0,0,0
1.00409,0,0,0,-34.000000,-32.000000,0,0,0
0.0119858,0,0,0,-34.000000,-32.000000,0,0,0
0.0237362,0,0,0,-34.000000,-32.000000,0,0,0
0.0359932,0,0,0,-34.000000,-32.000000,0,0,0
0.044099,0,0,0,-34.000000,-32.000000,0,0,0
0.0556953,0,0,0,-34.000000,-32.000000,0,0,0
0.0680461,0,0,0,-34.000000,-32.000000,0,0,0
0.08009,0,0,0,-34.000000,-32.000000,0,0,0
0.0920633,0,0,0,-34.000000,-32.000000,0,0,0
0.103919,0,0,0,-34.000000,-32.000000,0,0,0
0.110718,0,0,0,-34.000000,-32.000000,0,0,0
