timestamp,errXmm,errYmm,errZmm,ThetaDesired,ThetaMeasured,Heading3,Heading4,Heading5
0.46461,0,0,0,0,0,0,0,0
0.483793,0,0,0,-34.000000,0.000000,0,0,0
0.516825,0,0,0,-34.000000,0.000000,0,0,0
0.526606,0,0,0,-34.000000,0.000000,0,0,0
0.535119,0,0,0,-34.000000,0.000000,0,0,0
0.54283,0,0,0,-34.000000,0.000000,0,0,0
0.555909,0,0,0,-34.000000,0.000000,0,0,0
0.564001,0,0,0,-34.000000,0.000000,0,0,0
0.571771,0,0,0,-34.000000,0.000000,0,0,0
0.580239,0,0,0,-34.000000,0.000000,0,0,0
0.588187,0,0,0,-34.000000,0.000000,0,0,0
0.596002,0,0,0,-34.000000,0.000000,0,0,0
0.609244,0,0,0,-34.000000,0.000000,0,0,0
0.617589,0,0,0,-34.000000,0.000000,0,0,0
0.625216,0,0,0,-34.000000,0.000000,0,0,0
0.636137,0,0,0,-34.000000,0.000000,0,0,0
0.644143,0,0,0,-34.000000,0.000000,0,0,0
0.654515,0,0,0,-34.000000,0.000000,0,0,0
0.669595,0,0,0,-34.000000,0.000000,0,0,0
0.677652,0,0,0,-34.000000,0.000000,0,0,0
0.686563,0,0,0,-34.000000,0.000000,0,0,0
0.702005,0,0,0,-34.000000,0.000000,0,0,0
0.710667,0,0,0,-34.000000,0.000000,0,0,0
0.72264,0,0,0,-34.000000,0.000000,0,0,0
0.734354,0,0,0,-34.000000,0.000000,0,0,0
0.742589,0,0,0,-34.000000,0.000000,0,0,0
0.75441,0,0,0,-34.000000,0.000000,0,0,0
0.768284,0,0,0,-34.000000,0.000000,0,0,0
0.778895,0,0,0,-34.000000,0.000000,0,0,0
0.791188,0,0,0,-34.000000,0.000000,0,0,0
0.799415,0,0,0,-34.000000,0.000000,0,0,0
0.810788,0,0,0,-34.000000,0.000000,0,0,0
0.822938,0,0,0,-34.000000,0.000000,0,0,0
0.834715,0,0,0,-34.000000,0.000000,0,0,0
0.846591,0,0,0,-34.000000,0.000000,0,0,0
0.858817,0,0,0,-34.000000,0.000000,0,0,0
0.866707,0,0,0,-34.000000,0.000000,0,0,0
0.878775,0,0,0,-34.000000,0.000000,0,0,0
0.890987,0,0,0,-34.000000,0.000000,0,0,0
0.90288,0,0,0,-34.000000,0.000000,0,0,0
0.915063,0,0,0,-34.000000,0.000000,0,0,0
0.923212,0,0,0,-34.000000,0.000000,0,0,0
0.934709,0,0,0,-34.000000,0.000000,0,0,0
0.946874,0,0,0,-34.000000,0.000000,0,0,0
0.959189,0,0,0,-34.000000,0.000000,0,0,0
0.970903,0,0,0,-34.000000,0.000000,0,0,0
0.983669,0,0,0,-34.000000,0.000000,0,0,0
0.991677,0,0,0,-34.000000,0.000000,0,0,0
1.00317,0,0,0,-34.000000,0.000000,0,0,0
0.0118186,0,0,0,-34.000000,0.000000,0,0,0
0.0235662,0,0,0,-34.000000,0.000000,0,0,0
0.0359265,0,0,0,-34.000000,0.000000,0,0,0
0.0480402,0,0,0,-34.000000,0.000000,0,0,0
0.0558924,0,0,0,-34.000000,0.000000,0,0,0
0.06776,0,0,0,-34.000000,0.000000,0,0,0
0.0796138,0,0,0,-34.000000,0.000000,0,0,0
0.0915535,0,0,0,-34.000000,0.000000,0,0,0
0.103691,0,0,0,-34.000000,0.000000,0,0,0
0.111691,0,0,0,-34.000000,0.000000,0,0,0
0.123479,0,0,0,-34.000000,0.000000,0,0,0
0.135978,0,0,0,-34.000000,0.000000,0,0,0
0.147734,0,0,0,-34.000000,0.000000,0,0,0
0.159572,0,0,0,-34.000000,0.000000,0,0,0
0.171856,0,0,0,-34.000000,0.000000,0,0,0
0.180495,0,0,0,-34.000000,0.000000,0,0,0
0.191925,0,0,0,-34.000000,0.000000,0,0,0
0.204077,0,0,0,-34.000000,0.000000,0,0,0
0.216504,0,0,0,-34.000000,0.000000,0,0,0
0.228177,0,0,0,-34.000000,0.000000,0,0,0
0.239787,0,0,0,-34.000000,0.000000,0,0,0
0.248698,0,0,0,-34.000000,0.000000,0,0,0
0.259748,0,0,0,-34.000000,1.000000,0,0,0
0.271717,0,0,0,-34.000000,1.000000,0,0,0
0.284623,0,0,0,-34.000000,2.000000,0,0,0
0.2962,0,0,0,-34.000000,2.000000,0,0,0
0.304221,0,0,0,-34.000000,2.000000,0,0,0
0.316715,0,0,0,-34.000000,3.000000,0,0,0
0.330393,0,0,0,-34.000000,5.000000,0,0,0
0.339816,0,0,0,-34.000000,6.000000,0,0,0
0.352001,0,0,0,-34.000000,6.000000,0,0,0
0.363918,0,0,0,-34.000000,7.000000,0,0,0
0.371824,0,0,0,-34.000000,7.000000,0,0,0
0.384616,0,0,0,-34.000000,8.000000,0,0,0
0.395993,0,0,0,-34.000000,11.000000,0,0,0
0.407798,0,0,0,-34.000000,12.000000,0,0,0
0.420276,0,0,0,-34.000000,12.000000,0,0,0
0.428336,0,0,0,-34.000000,14.000000,0,0,0
0.439644,0,0,0,-34.000000,15.000000,0,0,0
0.451916,0,0,0,-34.000000,15.000000,0,0,0
0.464171,0,0,0,-34.000000,17.000000,0,0,0
0.475626,0,0,0,-34.000000,19.000000,0,0,0
0.48757,0,0,0,-34.000000,19.000000,0,0,0
0.495561,0,0,0,-34.000000,20.000000,0,0,0
0.507463,0,0,0,-34.000000,22.000000,0,0,0
0.519663,0,0,0,-34.000000,22.000000,0,0,0
0.531565,0,0,0,-34.000000,23.000000,0,0,0
0.543455,0,0,0,-34.000000,25.000000,0,0,0
0.555723,0,0,0,-34.000000,26.000000,0,0,0
0.563739,0,0,0,-34.000000,26.000000,0,0,0
0.575546,0,0,0,-34.000000,27.000000,0,0,0
0.58797,0,0,0,-34.000000,27.000000,0,0,0
0.599762,0,0,0,-34.000000,28.000000,0,0,0
0.611616,0,0,0,-34.000000,29.000000,0,0,0
0.61953,0,0,0,-34.000000,29.000000,0,0,0
0.631671,0,0,0,-34.000000,30.000000,0,0,0
0.643608,0,0,0,-34.000000,30.000000,0,0,0
0.6558,0,0,0,-34.000000,31.000000,0,0,0
0.667822,0,0,0,-34.000000,31.000000,0,0,0
0.679593,0,0,0,-34.000000,31.000000,0,0,0
0.687503,0,0,0,-34.000000,31.000000,0,0,0
0.699905,0,0,0,-34.000000,31.000000,0,0,0
0.711667,0,0,0,-34.000000,31.000000,0,0,0
0.723517,0,0,0,-34.000000,31.000000,0,0,0
0.735724,0,0,0,-34.000000,31.000000,0,0,0
0.747686,0,0,0,-34.000000,31.000000,0,0,0
0.755494,0,0,0,-34.000000,31.000000,0,0,0
0.767703,0,0,0,-34.000000,31.000000,0,0,0
0.779725,0,0,0,-34.000000,31.000000,0,0,0
0.791547,0,0,0,-34.000000,31.000000,0,0,0
0.803762,0,0,0,-34.000000,31.000000,0,0,0
0.811977,0,0,0,-34.000000,32.000000,0,0,0
0.823531,0,0,0,-34.000000,31.000000,0,0,0
0.835835,0,0,0,-34.000000,31.000000,0,0,0
0.847922,0,0,0,-34.000000,31.000000,0,0,0
0.85964,0,0,0,-34.000000,31.000000,0,0,0
0.871843,0,0,0,-34.000000,31.000000,0,0,0
0.881067,0,0,0,-34.000000,31.000000,0,0,0
0.891744,0,0,0,-34.000000,31.000000,0,0,0
0.90403,0,0,0,-34.000000,31.000000,0,0,0
0.915982,0,0,0,-34.000000,31.000000,0,0,0
0.928768,0,0,0,-34.000000,31.000000,0,0,0
0.939604,0,0,0,-34.000000,30.000000,0,0,0
0.94786,0,0,0,-34.000000,30.000000,0,0,0
0.959564,0,0,0,-34.000000,30.000000,0,0,0
0.971969,0,0,0,-34.000000,30.000000,0,0,0
0.98406,0,0,0,-34.000000,29.000000,0,0,0
0.996233,0,0,0,-34.000000,29.000000,0,0,0
1.00431,0,0,0,-34.000000,29.000000,0,0,0
0.0111769,0,0,0,-34.000000,28.000000,0,0,0
0.0238584,0,0,0,-34.000000,27.000000,0,0,0
0.0353002,0,0,0,-34.000000,27.000000,0,0,0
0.0475777,0,0,0,-34.000000,27.000000,0,0,0
0.0596001,0,0,0,-34.000000,25.000000,0,0,0
0.0676001,0,0,0,-34.000000,25.000000,0,0,0
0.0795727,0,0,0,-34.000000,24.000000,0,0,0
0.0914639,0,0,0,-34.000000,22.000000,0,0,0
0.103294,0,0,0,-34.000000,22.000000,0,0,0
0.115397,0,0,0,-34.000000,22.000000,0,0,0
0.12754,0,0,0,-34.000000,21.000000,0,0,0
0.135382,0,0,0,-34.000000,19.000000,0,0,0
0.147605,0,0,0,-34.000000,19.000000,0,0,0
0.159605,0,0,0,-34.000000,18.000000,0,0,0
0.171288,0,0,0,-34.000000,17.000000,0,0,0
0.183507,0,0,0,-34.000000,17.000000,0,0,0
0.191886,0,0,0,-34.000000,15.000000,0,0,0
0.203307,0,0,0,-34.000000,13.000000,0,0,0
0.215549,0,0,0,-34.000000,13.000000,0,0,0
0.227661,0,0,0,-34.000000,12.000000,0,0,0
0.239243,0,0,0,-34.000000,10.000000,0,0,0
0.251467,0,0,0,-34.000000,9.000000,0,0,0
0.259527,0,0,0,-34.000000,9.000000,0,0,0
0.271294,0,0,0,-34.000000,7.000000,0,0,0
0.283751,0,0,0,-34.000000,7.000000,0,0,0
0.295693,0,0,0,-34.000000,6.000000,0,0,0
0.307549,0,0,0,-34.000000,4.000000,0,0,0
0.315746,0,0,0,-34.000000,4.000000,0,0,0
0.32761,0,0,0,-34.000000,3.000000,0,0,0
0.340542,0,0,0,-34.000000,2.000000,0,0,0
0.351343,0,0,0,-34.000000,1.000000,0,0,0
0.363423,0,0,0,-34.000000,1.000000,0,0,0
0.375526,0,0,0,-34.000000,0.000000,0,0,0
0.383386,0,0,0,-34.000000,0.000000,0,0,0
