timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.264489,-110,141,320,1,1,TE1A0B3C0D000X,0,0
0.277606,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.290921,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.304069,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.317295,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.330624,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.343466,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.355956,-110,141,320,0,0,TE1A2B9C0D000X,0,0
0.368934,-110,141,320,1,0,TE1A2B9C0D000X,0,0
0.381945,-113,137,317,1,0,TE1A2B9C0D000X,0,0
0.39529,-117,134,314,1,0,TE1A2B9C0D000X,0,0
0.408045,-120,132,311,1,0,TE1A2B9C0D000X,0,0
0.420774,-122,130,309,1,0,TE1A2B9C0D000X,0,0
0.433626,-125,129,307,1,0,TE1A1B9C0D000X,0,0
0.44643,-127,127,305,1,0,TE1A1B9C0D000X,0,0
0.459263,-129,126,304,1,0,TE1A1B9C0D000X,0,0
0.472044,-131,125,302,1,0,TE1A1B9C0D000X,0,0
0.484972,-133,124,302,1,0,TE1A1B9C0D000X,0,0
0.497804,-134,123,301,1,0,TE1A1B9C0D000X,0,0
0.510671,-135,122,299,1,0,TE1A1B9C0D000X,0,0
0.523562,-137,122,299,1,0,TE1A1B9C0D000X,0,0
0.536319,-137,121,298,1,0,TE1A1B9C0D000X,0,0
0.548992,-138,120,297,1,0,TE1A1B9C0D000X,0,0
0.561899,-139,120,296,1,0,TE1A1B9C0D000X,0,0
0.574729,-140,119,295,1,0,TE1A1B9C0D000X,0,0
0.587724,-140,119,295,1,0,TE1A1B9C0D000X,0,0
0.600697,-141,118,294,1,0,TE1A1B9C0D000X,0,0
0.613597,-142,118,294,1,0,TE1A1B9C0D000X,0,0
0.62677,-142,117,294,1,0,TE1A1B9C0D000X,0,0
0.642007,-143,117,294,1,0,TE1A1B9C0D000X,0,0
0.654795,-144,117,294,1,0,TE1A1B9C0D000X,0,0
0.667846,-144,117,294,1,0,TE1A1B9C0D000X,0,0
0.681042,-145,116,293,1,0,TE1A1B9C0D000X,0,0
0.693877,-145,116,293,1,0,TE1A1B9C0D000X,0,0
0.706755,-145,116,293,1,0,TE1A0B9C0D000X,0,0
0.71981,-146,116,294,1,0,TE1A0B9C0D000X,0,0
0.732773,-147,116,294,1,0,TE1A0B9C0D000X,0,0
0.745282,-147,116,295,1,0,TE1A0B9C0D000X,0,0
0.7573,-148,116,295,1,0,TE1A0B9C0D000X,0,0
0.769315,-148,115,295,1,0,TE1A0B9C0D000X,0,0
0.781897,-148,115,295,1,0,TE1A0B9C0D000X,0,0
0.795312,-149,114,294,1,0,TE1A0B9C0D000X,0,0
0.80783,-149,114,293,1,0,TE1A0B9C0D000X,0,0
0.820453,-150,114,294,1,0,TE1A0B9C0D000X,0,0
