timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
1.00069,-17,-18,402,1,1,TE1A0B1C1D000X,0,0
0.0133822,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.0263874,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.0397816,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.0531237,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.066388,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.0795205,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.0927129,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.105991,-17,-18,402,0,0,TE1A0B1C1D000X,0,0
0.11935,-17,-18,402,1,0,TE1A0B1C1D000X,0,0
0.133234,-18,-15,402,1,0,TE1A0B1C1D000X,0,0
0.147857,-18,-18,401,1,0,TE1A0B1C1D000X,0,0
0.161269,-17,-21,400,1,0,TE1A0B1C1D000X,0,0
0.176109,-17,-23,399,1,0,TE1A0B1C1D000X,0,0
0.189224,-17,-26,398,1,0,TE1A0B1C1D000X,0,0
0.202442,-17,-27,398,1,0,TE1A0B1C1D000X,0,0
0.215574,-16,-29,397,1,0,TE1A0B1C2D000X,0,0
0.228776,-16,-30,396,1,0,TE1A0B1C2D000X,0,0
0.241861,-16,-31,396,1,0,TE1A0B1C2D000X,0,0
0.255175,-16,-32,395,1,0,TE1A0B1C2D000X,0,0
0.268312,-17,-33,395,1,0,TE1A0B1C2D000X,0,0
0.281364,-17,-34,395,1,0,TE1A0B1C2D000X,0,0
0.294557,-17,-34,395,1,0,TE1A0B1C2D000X,0,0
0.307445,-17,-34,394,1,0,TE1A0B1C2D000X,0,0
0.320009,-17,-34,394,1,0,TE1A0B1C2D000X,0,0
0.332703,-18,-34,393,1,0,TE1A0B1C2D000X,0,0
0.345287,-18,-34,394,1,0,TE1A0B1C2D000X,0,0
0.357911,-18,-33,394,1,0,TE1A0B1C2D000X,0,0
0.370508,-19,-33,394,1,0,TE1A0B1C2D000X,0,0
0.383464,-19,-32,393,0,0,TE1A0B1C2D000X,0,0
0.395781,-19,-32,393,1,0,TE1A0B1C2D000X,0,0
0.407977,-20,-31,395,1,0,TE1A0B1C2D000X,0,0
0.420748,-20,-29,395,0,0,TE1A0B1C2D000X,0,0
0.433257,-20,-29,395,1,0,TE1A0B1C2D000X,0,0
0.445763,-21,-27,394,0,0,TE1A0B1C2D000X,0,0
0.457787,-21,-27,394,1,0,TE1A0B1C2D000X,0,0
0.469865,-21,-25,391,1,0,TE1A0B1C2D000X,0,0
0.482324,-21,-22,390,1,0,TE1A0B1C1D000X,0,0
0.494778,-22,-19,389,1,0,TE1A0B1C1D000X,0,0
0.507033,-22,-16,390,1,0,TE1A0B1C1D000X,0,0
0.519673,-23,-12,390,1,0,TE1A0B1C1D000X,0,0
0.532137,-23,-9,389,1,0,TE1A0B1C1D000X,0,0
0.544232,-23,-6,390,1,0,TE1A0B1C1D000X,0,0
0.556965,-23,-2,390,1,0,TE1A0B1C1D000X,0,0
0.569777,-24,0,390,1,0,TE1A0B1C1D000X,0,0
0.58224,-24,3,390,1,0,TE1A0B1C0D000X,0,0
0.594744,-24,6,390,1,0,TE1A0B1C0D000X,0,0
0.607,-24,9,390,1,0,TE1A0B1C0D000X,0,0
0.619729,-24,13,390,1,0,TE1A0B2C0D000X,0,0
0.632401,-24,16,391,1,0,TE1A0B2C0D000X,0,0
0.645208,-24,19,391,1,0,TE1A0B2C0D000X,0,0
0.65745,-24,22,391,1,0,TE1A0B2C0D000X,0,0
0.669718,-24,25,391,1,0,TE1A0B2C0D000X,0,0
0.682134,-24,28,391,1,0,TE1A0B2C0D000X,0,0
0.694763,-24,31,390,1,0,TE1A0B2C0D000X,0,0
0.707142,-24,33,388,1,0,TE1A0B2C0D000X,0,0
0.719762,-24,36,389,1,0,TE1A0B2C0D000X,0,0
0.732401,-24,39,389,1,0,TE1A1B2C0D000X,0,0
