timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.957754,0,0,0,0,0,0,0,0
0.982352,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.998214,0,0,0,0,0,TE0A0B0C0D000X,0,0
1.01302,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.0143396,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.033598,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.0493243,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.0634953,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.0782643,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.0925829,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.107518,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.122085,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.135396,0,0,0,0,0,TE0A0B0C0D000X,0,0
0.149114,0,0,0,1,0,TE0A0B0C0D000X,0,0
0.162593,32,74,286,0,0,TE0A0B0C0D000X,0,0
0.175735,32,74,286,1,0,TE0A0B0C0D000X,0,0
0.188382,32,75,283,1,0,TE0A0B0C0D000X,0,0
0.200137,31,75,281,1,0,TE0A0B0C0D000X,0,0
0.212677,31,76,280,1,0,TE0A0B0C0D000X,0,0
0.225023,31,76,279,1,0,TE0A0B0C0D000X,0,0
0.236427,30,76,278,1,0,TE0A0B0C0D000X,0,0
0.247845,30,76,277,1,0,TE0A0B0C0D000X,0,0
0.259529,30,76,277,1,0,TE0A0B0C0D000X,0,0
0.271033,30,77,278,1,0,TE0A0B0C0D000X,0,0
0.282559,30,77,278,1,0,TE0A0B0C0D000X,0,0
0.293998,30,77,277,1,0,TE0A0B0C0D000X,0,0
0.305538,30,77,277,1,0,TE0A0B0C0D000X,0,0
0.317189,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.328675,30,77,277,1,0,TE0A0B0C0D000X,0,0
0.341616,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.354837,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.366379,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.377933,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.389408,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.400965,30,77,275,1,0,TE0A0B0C0D000X,0,0
0.412303,30,77,276,1,0,TE0A0B0C0D000X,0,0
0.424035,30,78,276,1,0,TE0A0B0C0D000X,0,0
0.435233,30,78,276,1,0,TE0A0B0C0D000X,0,0
0.446792,30,78,276,1,0,TE0A0B0C0D000X,0,0
0.458473,30,78,275,1,0,TE0A0B0C0D000X,0,0
0.469858,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.481233,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.493105,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.504704,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.516843,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.528416,31,79,276,1,0,TE0A0B0C0D000X,0,0
0.54686,31,79,276,1,0,TE0A0B0C0D000X,0,0
0.55844,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.570083,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.581558,30,79,275,1,0,TE0A0B0C0D000X,0,0
0.593384,30,79,276,1,0,TE0A0B0C0D000X,0,0
0.606495,29,78,276,1,0,TE0A0B0C0D000X,0,0
0.61866,29,78,276,1,0,TE0A0B0C0D000X,0,0
0.630633,28,78,276,1,0,TE0A0B0C0D000X,0,0
0.642587,28,78,276,1,0,TE0A0B0C0D000X,0,0
0.65412,27,78,276,1,0,TE0A0B0C0D000X,0,0
0.665721,26,77,276,1,0,TE0A0B0C0D000X,0,0
0.677625,25,77,276,1,0,TE0A0B0C0D000X,0,0
0.689172,24,77,277,1,0,TE0A0B0C0D000X,0,0
0.700548,22,77,276,1,0,TE0A0B0C0D000X,0,0
