timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Encoder,Heading4,Heading5
0.603827,0,0,0,0,0,0,0,0
0.621799,0,0,0,0,0,,0,0
0.642186,0,0,0,0,0,,0,0
0.658919,0,0,0,0,0,,0,0
0.670866,0,0,0,0,0,,0,0
0.680124,0,0,0,0,0,,0,0
0.690078,0,0,0,0,0,,0,0
0.701288,0,0,0,0,0,,0,0
0.710456,0,0,0,0,0,,0,0
0.719515,0,0,0,0,0,,0,0
0.732832,0,0,0,0,0,,0,0
0.743094,0,0,0,0,0,,0,0
0.753869,0,0,0,0,0,,0,0
0.763884,0,0,0,0,0,,0,0
0.773237,0,0,0,0,0,,0,0
0.783304,0,0,0,0,0,,0,0
0.79248,0,0,0,0,0,,0,0
0.802394,0,0,0,0,0,,0,0
0.812885,0,0,0,0,0,,0,0
0.82226,0,0,0,0,0,,0,0
0.832197,0,0,0,0,0,,0,0
0.841879,0,0,0,0,0,,0,0
0.852431,0,0,0,0,0,,0,0
0.862565,0,0,0,0,0,,0,0
0.872209,0,0,0,0,0,,0,0
0.882528,0,0,0,0,0,,0,0
0.89201,0,0,0,0,0,,0,0
0.90509,0,0,0,0,0,,0,0
0.916462,0,0,0,0,0,,0,0
0.929946,0,0,0,0,0,,0,0
0.940867,0,0,0,0,0,,0,0
0.950168,0,0,0,0,0,,0,0
0.961194,0,0,0,0,0,,0,0
0.972399,0,0,0,0,0,,0,0
0.984505,0,0,0,0,0,,0,0
0.997208,0,0,0,0,0,,0,0
1.0098,0,0,0,0,0,,0,0
0.0104161,0,0,0,0,0,,0,0
0.0231736,0,0,0,0,0,,0,0
0.0343618,0,0,0,0,0,,0,0
0.0441187,0,0,0,0,0,,0,0
0.0539354,0,0,0,0,0,,0,0
0.0634128,0,0,0,0,0,,0,0
0.074361,0,0,0,0,0,,0,0
0.0869279,0,0,0,0,0,,0,0
0.098545,0,0,0,0,0,,0,0
0.110387,0,0,0,0,0,,0,0
0.120265,0,0,0,0,0,,0,0
0.130357,0,0,0,0,0,,0,0
0.143944,0,0,0,0,0,,0,0
0.154911,0,0,0,0,0,,0,0
0.166687,0,0,0,0,0,,0,0
0.178525,0,0,0,0,0,,0,0
0.190392,0,0,0,0,0,,0,0
0.200304,0,0,0,0,0,,0,0
0.210454,0,0,0,0,0,,0,0
0.222809,0,0,0,0,0,,0,0
0.236228,0,0,0,0,0,,0,0
0.247421,0,0,0,0,0,,0,0
0.259119,0,0,0,0,0,,0,0
0.270391,0,0,0,0,0,,0,0
0.280831,0,0,0,0,0,,0,0
0.290666,0,0,0,0,0,,0,0
0.30427,0,0,0,0,0,,0,0
0.315317,0,0,0,0,0,,0,0
0.325133,0,0,0,0,0,,0,0
0.334669,0,0,0,0,0,,0,0
0.346602,0,0,0,0,0,,0,0
0.36066,0,0,0,0,0,,0,0
