timestamp,errXmm,errYmm,errZmm,UserOffsetX,UserOffsetY,UserOffsetZ,Heading4,Heading5
4.86194,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.87697,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.88818,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.89885,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.92105,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.93741,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.94781,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.97126,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.98242,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
4.992,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.00295,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.01366,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.02979,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.03998,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.05023,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.0602,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.07243,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.08354,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.09478,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.10559,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.11613,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.12659,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.13671,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.14709,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.1591,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.16877,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.17845,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.18892,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.19873,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.20821,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.21956,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.22999,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.23981,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.24973,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.25986,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.26931,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.27976,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.29003,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.30057,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.31262,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.32657,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.33664,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.34834,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.35825,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.36825,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.381,0,0,0,0,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5.39257,0,0,0,1,,,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
