timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Heading3,Heading4,Heading5
0.00203468,15,-17,309,0,0,0,0,0
0.0157264,15,-17,309,0,0,0,0,0
0.0287539,15,-17,309,0,0,0,0,0
0.0416669,15,-17,309,0,0,0,0,0
0.0553137,15,-17,309,0,0,0,0,0
0.0687457,15,-17,309,0,0,0,0,0
0.0818437,15,-17,309,0,0,0,0,0
0.0976863,15,-17,309,0,0,0,0,0
0.110724,15,-17,309,1,0,0,0,0
0.124993,-11,23,310,1,0,0,0,0
0.138537,-36,61,311,1,0,0,0,0
0.151543,-60,96,315,1,0,0,0,0
0.164188,-80,127,317,1,0,0,0,0
0.177141,-97,152,319,1,0,0,0,0
0.1899,-111,174,321,1,0,0,0,0
0.201601,-122,191,323,0,0,0,0,0
0.211992,-122,191,323,0,0,0,0,0
0.222509,-122,191,323,0,0,0,0,0
0.234019,-122,191,323,1,0,0,0,0
0.245602,-134,211,321,1,0,0,0,0
0.257171,-144,227,320,0,0,0,0,0
0.268687,-144,227,320,1,0,0,0,0
0.280523,-152,242,325,1,0,0,0,0
0.292308,-157,250,328,0,0,0,0,0
0.307331,-157,250,328,0,0,0,0,0
0.319033,-157,250,328,1,0,0,0,0
0.331302,-157,252,329,1,0,0,0,0
0.343084,-157,253,331,0,0,0,0,0
0.354572,-157,253,331,1,0,0,0,0
0.366706,-155,248,329,1,0,0,0,0
0.378483,-153,243,328,1,0,0,0,0
0.39016,-151,238,328,1,0,0,0,0
0.401877,-150,232,328,0,0,0,0,0
0.413177,-150,232,328,0,0,0,0,0
0.424519,-150,232,328,0,0,0,0,0
0.43639,-150,232,328,1,0,0,0,0
0.447947,-152,223,330,1,0,0,0,0
0.45965,-154,216,332,0,0,0,0,0
0.471033,-154,216,332,0,0,0,0,0
0.482709,-154,216,332,1,0,0,0,0
0.494163,-157,206,334,1,0,0,0,0
0.506229,-161,197,337,1,0,0,0,0
0.518086,-162,188,338,0,0,0,0,0
0.529595,-162,188,338,1,0,0,0,0
0.542754,-165,180,342,0,0,0,0,0
0.554418,-165,180,342,1,0,0,0,0
0.56664,-166,172,346,1,0,0,0,0
0.579522,-167,165,351,1,0,0,0,0
0.591546,-168,158,355,1,0,0,0,0
0.603744,-168,153,359,0,0,0,0,0
0.61539,-168,153,359,0,0,0,0,0
0.626966,-168,153,359,1,0,0,0,0
0.638528,-167,146,365,1,0,0,0,0
0.651244,-166,140,368,0,0,0,0,0
0.662624,-166,140,368,0,0,0,0,0
0.674182,-166,140,368,1,0,0,0,0
0.686419,-165,134,374,1,0,0,0,0
0.698641,-162,128,376,0,0,0,0,0
0.710361,-162,128,376,1,0,0,0,0
0.72248,-160,122,381,0,0,0,0,0
0.733969,-160,122,381,1,0,0,0,0
0.745961,-155,116,385,0,0,0,0,0
0.75723,-155,116,385,0,0,0,0,0
0.768526,-155,116,385,0,0,0,0,0
0.780296,-155,116,385,0,0,0,0,0
0.792042,-155,116,385,0,0,0,0,0
0.803656,-155,116,385,0,0,0,0,0
0.815701,-155,116,385,0,0,0,0,0
0.827873,-155,116,385,0,0,0,0,0
0.839665,-155,116,385,0,0,0,0,0
0.851579,-155,116,385,1,0,0,0,0
0.863871,-142,104,392,0,0,0,0,0
0.876178,-142,104,392,1,0,0,0,0
0.888192,-128,93,398,0,0,0,0,0
0.9002,-128,93,398,0,0,0,0,0
0.912508,-128,93,398,0,0,0,0,0
0.924238,-128,93,398,0,0,0,0,0
0.936055,-128,93,398,1,0,0,0,0
0.948589,-112,82,402,0,0,0,0,0
0.960574,-112,82,402,0,0,0,0,0
0.972716,-112,82,402,0,0,0,0,0
0.984746,-112,82,402,0,0,0,0,0
0.997008,-112,82,402,0,0,0,0,0
1.00908,-112,82,402,0,0,0,0,0
1.02078,-112,82,402,0,0,0,0,0
1.03271,-112,82,402,0,0,0,0,0
1.04453,-112,82,402,1,0,0,0,0
1.05694,-89,70,407,0,0,0,0,0
1.06991,-89,70,407,1,0,0,0,0
1.08272,-68,62,413,1,0,0,0,0
1.0955,-49,55,415,1,0,0,0,0
1.10827,-33,49,416,0,0,0,0,0
1.12049,-33,49,416,0,0,0,0,0
1.13261,-33,49,416,0,0,0,0,0
1.14473,-33,49,416,0,0,0,0,0
1.1569,-33,49,416,0,0,0,0,0
1.16957,-33,49,416,0,0,0,0,0
1.18184,-33,49,416,0,0,0,0,0
1.19361,-33,49,416,0,0,0,0,0
1.2054,-33,49,416,0,0,0,0,0
1.21733,-33,49,416,1,0,0,0,0
1.23017,-7,43,415,1,0,0,0,0
1.24414,14,38,413,1,0,0,0,0
1.25751,31,35,411,1,0,0,0,0
1.27039,45,32,410,1,0,0,0,0
1.28364,56,30,408,1,0,0,0,0
1.29794,66,28,409,1,0,0,0,0
1.31066,73,27,410,0,0,0,0,0
1.32309,73,27,410,0,0,0,0,0
1.33561,73,27,410,0,0,0,0,0
1.34842,73,27,410,0,0,0,0,0
1.36088,73,27,410,0,0,0,0,0
1.37338,73,27,410,1,0,0,0,0
1.38693,85,23,412,1,0,0,0,0
1.40058,95,20,411,1,0,0,0,0
1.41405,101,17,409,1,0,0,0,0
1.42789,106,14,407,1,0,0,0,0
1.44159,110,12,407,1,0,0,0,0
1.45575,112,10,405,1,0,0,0,0
1.46967,113,8,403,1,0,0,0,0
1.48366,113,6,401,1,0,0,0,0
1.49716,112,5,401,1,0,0,0,0
1.51094,110,4,402,0,0,0,0,0
1.52417,110,4,402,1,0,0,0,0
1.5371,107,4,402,0,0,0,0,0
1.55252,107,4,402,0,0,0,0,0
1.56648,107,4,402,0,0,0,0,0
1.57902,107,4,402,0,0,0,0,0
1.59142,107,4,402,0,0,0,0,0
1.60414,107,4,402,0,0,0,0,0
1.6165,107,4,402,0,0,0,0,0
1.62874,107,4,402,0,0,0,0,0
1.64141,107,4,402,1,0,0,0,0
1.65395,93,3,402,1,0,0,0,0
1.66638,79,3,400,1,0,0,0,0
1.67868,66,3,402,1,0,0,0,0
1.69071,54,3,404,1,0,0,0,0
1.70317,44,3,406,1,0,0,0,0
1.71535,34,4,408,1,0,0,0,0
1.7293,25,5,408,0,0,0,0,0
1.74106,25,5,408,0,0,0,0,0
1.75298,25,5,408,0,0,0,0,0
1.76431,25,5,408,0,0,0,0,0
1.77599,25,5,408,0,0,0,0,0
1.78748,25,5,408,1,0,0,0,0
1.79975,9,5,409,1,0,0,0,0
1.81196,-5,6,410,1,0,0,0,0
1.82555,-18,6,410,1,0,0,0,0
1.83884,-28,7,411,1,0,0,0,0
1.85188,-37,8,412,1,0,0,0,0
1.86545,-45,9,419,1,0,0,0,0
1.87799,-51,10,418,1,0,0,0,0
1.89049,-56,11,418,1,0,0,0,0
1.90344,-61,12,424,1,0,0,0,0
1.916,-65,13,423,1,0,0,0,0
1.92883,-68,13,419,1,0,0,0,0
1.94604,-72,13,418,1,0,0,0,0
1.9583,-74,13,415,1,0,0,0,0
1.97117,-76,13,412,1,0,0,0,0
1.98405,-77,12,408,1,0,0,0,0
1.99701,-78,11,406,1,0,0,0,0
2.0098,-78,10,406,1,0,0,0,0
2.02247,-79,9,406,1,0,0,0,0
2.03563,-79,8,406,1,0,0,0,0
2.04851,-79,7,407,1,0,0,0,0
2.06164,-79,6,409,1,0,0,0,0
2.07411,-78,5,408,1,0,0,0,0
2.08651,-76,4,409,1,0,0,0,0
2.09948,-75,3,408,1,0,0,0,0
2.11342,-74,2,411,1,0,0,0,0
2.12626,-72,1,409,1,0,0,0,0
2.13887,-70,0,412,1,0,0,0,0
2.15144,-69,0,414,1,0,0,0,0
2.16397,-67,-1,416,1,0,0,0,0
2.17687,-64,-3,417,1,0,0,0,0
2.18957,-62,-4,417,1,0,0,0,0
2.20246,-60,-5,415,1,0,0,0,0
2.21539,-58,-6,416,1,0,0,0,0
2.22787,-55,-7,416,1,0,0,0,0
2.24088,-53,-9,416,0,0,0,0,0
2.25346,-53,-9,416,0,0,0,0,0
2.26613,-53,-9,416,1,0,0,0,0
2.27888,-50,-11,417,0,0,0,0,0
2.29124,-50,-11,417,1,0,0,0,0
2.30432,-47,-13,419,0,0,0,0,0
2.31678,-47,-13,419,1,0,0,0,0
2.32968,-44,-16,422,1,0,0,0,0
2.3426,-41,-18,422,1,0,0,0,0
2.35554,-38,-21,423,1,0,0,0,0
2.36869,-35,-23,425,1,0,0,0,0
2.38426,-32,-25,425,1,0,0,0,0
2.3975,-30,-26,426,1,0,0,0,0
2.41004,-27,-28,427,1,0,0,0,0
2.42256,-25,-29,430,1,0,0,0,0
2.43574,-23,-30,429,1,0,0,0,0
2.44859,-20,-31,427,1,0,0,0,0
2.46147,-17,-32,426,1,0,0,0,0
2.4742,-15,-33,424,1,0,0,0,0
2.48695,-13,-34,424,1,0,0,0,0
2.50001,-12,-35,422,1,0,0,0,0
2.51384,-10,-36,423,1,0,0,0,0
2.52711,-10,-37,424,1,0,0,0,0
2.54002,-9,-37,423,1,0,0,0,0
2.5538,-8,-38,424,1,0,0,0,0
2.56746,-8,-39,422,1,0,0,0,0
2.58184,-8,-40,422,1,0,0,0,0
2.59541,-8,-41,421,1,0,0,0,0
2.60853,-8,-42,421,1,0,0,0,0
2.62334,-8,-43,421,1,0,0,0,0
2.63649,-8,-44,419,1,0,0,0,0
2.64966,-9,-45,419,1,0,0,0,0
2.66401,-9,-46,419,1,0,0,0,0
2.67683,-10,-48,420,1,0,0,0,0
2.68943,-11,-49,422,1,0,0,0,0
2.70244,-11,-50,422,1,0,0,0,0
2.71552,-12,-51,422,1,0,0,0,0
2.72849,-12,-52,421,1,0,0,0,0
2.74157,-13,-53,422,1,0,0,0,0
2.75437,-13,-54,421,1,0,0,0,0
2.76767,-13,-55,422,1,0,0,0,0
2.78089,-14,-56,422,1,0,0,0,0
2.79465,-14,-57,422,1,0,0,0,0
2.80756,-14,-58,421,1,0,0,0,0
2.82022,-14,-58,421,1,0,0,0,0
2.83343,-14,-59,423,1,0,0,0,0
2.8469,-14,-60,423,1,0,0,0,0
2.86008,-14,-61,425,1,0,0,0,0
2.87294,-14,-62,425,1,0,0,0,0
2.88569,-14,-63,424,1,0,0,0,0
2.90113,-14,-64,425,1,0,0,0,0
2.91753,-14,-64,424,1,0,0,0,0
2.93105,-14,-65,425,1,0,0,0,0
2.94549,-15,-66,424,1,0,0,0,0
2.95829,-15,-67,425,1,0,0,0,0
2.97156,-15,-67,425,1,0,0,0,0
2.98447,-16,-68,425,1,0,0,0,0
2.99767,-16,-69,424,1,0,0,0,0
3.01053,-16,-70,427,1,0,0,0,0
3.02318,-17,-71,428,1,0,0,0,0
3.03634,-17,-71,426,1,0,0,0,0
3.0495,-18,-72,425,1,0,0,0,0
3.06289,-19,-72,424,1,0,0,0,0
3.07572,-20,-73,425,1,0,0,0,0
3.08846,-20,-74,426,1,0,0,0,0
3.10164,-21,-74,425,1,0,0,0,0
3.11475,-22,-75,426,1,0,0,0,0
3.12804,-23,-76,427,1,0,0,0,0
3.14112,-24,-77,428,1,0,0,0,0
3.15416,-25,-78,427,1,0,0,0,0
3.16751,-26,-79,428,1,0,0,0,0
3.18087,-26,-79,427,1,0,0,0,0
3.19415,-27,-80,427,1,0,0,0,0
3.20753,-28,-80,425,1,0,0,0,0
3.2205,-29,-81,426,1,0,0,0,0
3.23414,-29,-82,425,1,0,0,0,0
3.24712,-30,-83,426,1,0,0,0,0
3.26046,-30,-84,427,1,0,0,0,0
3.27347,-31,-85,428,1,0,0,0,0
3.28705,-32,-86,427,1,0,0,0,0
3.30124,-32,-87,428,1,0,0,0,0
3.3143,-33,-88,428,1,0,0,0,0
3.33156,-33,-89,429,1,0,0,0,0
3.3488,-34,-90,429,1,0,0,0,0
3.36458,-35,-91,430,1,0,0,0,0
3.37818,-35,-92,430,1,0,0,0,0
3.39448,-36,-94,431,1,0,0,0,0
3.40732,-36,-95,431,1,0,0,0,0
3.42084,-37,-97,431,1,0,0,0,0
3.43404,-37,-98,430,1,0,0,0,0
3.44742,-38,-99,431,1,0,0,0,0
3.46075,-38,-100,428,1,0,0,0,0
3.47383,-39,-101,428,1,0,0,0,0
3.48709,-39,-102,429,1,0,0,0,0
3.5001,-39,-103,430,1,0,0,0,0
