timestamp,errXmm,errYmm,errZmm,MarkerPresent,Touched,Heading3,Heading4,Heading5
0.00215113,15,-9,365,0,0,0,0,0
0.0152753,15,-9,365,0,0,0,0,0
0.0285529,15,-9,365,0,0,0,0,0
0.0438205,15,-9,365,0,0,0,0,0
0.0575138,15,-9,365,1,0,0,0,0
0.0727471,15,-9,365,0,0,0,0,0
0.0865294,15,-9,365,0,0,0,0,0
0.100673,15,-9,365,0,0,0,0,0
0.115834,15,-9,365,0,0,0,0,0
0.130029,15,-9,365,1,0,0,0,0
0.143171,17,-43,358,1,0,0,0,0
0.156447,18,-75,353,1,0,0,0,0
0.170727,19,-103,349,1,0,0,0,0
0.184594,20,-128,345,1,0,0,0,0
0.197876,20,-148,341,1,0,0,0,0
0.210952,21,-164,337,1,0,0,0,0
0.224386,21,-175,334,1,0,0,0,0
0.237655,21,-184,331,1,0,0,0,0
0.251099,21,-192,330,1,0,0,0,0
0.264212,21,-197,330,1,0,0,0,0
0.277518,21,-200,330,1,0,0,0,0
0.290962,21,-201,328,1,0,0,0,0
0.304308,21,-201,327,1,0,0,0,0
0.317828,21,-201,327,1,0,0,0,0
0.331723,20,-199,327,1,0,0,0,0
0.344948,20,-197,327,1,0,0,0,0
0.359031,20,-196,328,1,0,0,0,0
0.372736,19,-195,330,1,0,0,0,0
0.386524,19,-193,329,1,0,0,0,0
0.399758,19,-191,330,1,0,0,0,0
0.412934,18,-189,330,1,0,0,0,0
0.426068,17,-188,331,1,0,0,0,0
0.438883,16,-186,332,1,0,0,0,0
0.451787,15,-185,333,1,0,0,0,0
0.464512,14,-183,334,1,0,0,0,0
0.477479,12,-181,334,1,0,0,0,0
0.491044,11,-178,332,1,0,0,0,0
0.504075,10,-176,333,1,0,0,0,0
0.517299,9,-175,334,1,0,0,0,0
0.530265,8,-173,334,1,0,0,0,0
0.543406,7,-171,334,1,0,0,0,0
0.556304,7,-169,334,1,0,0,0,0
0.568873,6,-166,334,1,0,0,0,0
0.58262,5,-165,337,1,0,0,0,0
0.595209,5,-162,336,1,0,0,0,0
0.607738,4,-159,336,1,0,0,0,0
