timestamp,Xmm,Ymm,Zmm,TouchDetected,OutgoingPacket,IncomingPacket,GainPropAb, GainPropAd, GainPropFl, GainPropEx,PropA, PropB, PropC,GainIntegAb, GainIntegAd, GainIntegFl, GainIntegEx,IntegA, IntegB, IntegC,GainDerivAb, GainDerivAd, GainDerivFl, GainDerivEx,DerivA, DerivB, DerivC,Heading5
0.00543846,-158,-15,355,0,DRIVE [ 88 ] [ 1 ] [ 1902 1069 1508 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 88 ] [ 0 ] [ 1902 1067 1509 ] [   13   82   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.12,-14.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.0192937,-158,-15,355,0,DRIVE [ 89 ] [ 1 ] [ 1902 1070 1506 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 88 ] [ 0 ] [ 1902 1069 1508 ] [   13   82   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.21,-15.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.0316314,-159,-15,356,0,DRIVE [ 89 ] [ 1 ] [ 1902 1070 1506 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 89 ] [ 0 ] [ 1902 1070 1506 ] [   13   82   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.57,-15.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.044539,-158,-15,356,0,DRIVE [ 90 ] [ 1 ] [ 1902 1070 1507 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 89 ] [ 0 ] [ 1902 1070 1506 ] [   12   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.32,-15.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.0584381,-158,-15,355,0,DRIVE [ 90 ] [ 1 ] [ 1902 1071 1507 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 90 ] [ 0 ] [ 1902 1070 1507 ] [   12   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.14,-15.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.0709381,-158,-15,356,0,DRIVE [ 91 ] [ 1 ] [ 1902 1071 1507 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 90 ] [ 0 ] [ 1902 1071 1507 ] [   12   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.24,-15.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.0838514,-158,-15,355,0,DRIVE [ 91 ] [ 1 ] [ 1902 1071 1507 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 91 ] [ 0 ] [ 1902 1071 1507 ] [   12   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-158.07,-15.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.0976697,-159,-15,358,0,DRIVE [ 92 ] [ 1 ] [ 1902 1072 1507 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 91 ] [ 0 ] [ 1902 1071 1507 ] [   13   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-159.15,-15.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.112678,-159,-15,359,0,DRIVE [ 92 ] [ 1 ] [ 1902 1071 1508 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 92 ] [ 0 ] [ 1902 1072 1507 ] [   13   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-159.40,-15.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.125267,-160,-15,359,0,DRIVE [ 93 ] [ 1 ] [ 1902 1071 1509 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 92 ] [ 0 ] [ 1902 1071 1508 ] [   13   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,-159.62,-14.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.137604,100,5,325,0,DRIVE [ 93 ] [ 1 ] [ 1255 1071 1679 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 93 ] [ 0 ] [ 1902 1071 1509 ] [   13   81   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,100.05,4.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.150557,100,5,324,0,DRIVE [ 94 ] [ 1 ] [ 1255 1071 1679 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 93 ] [ 0 ] [ 1255 1071 1679 ] [   12   80   41 ] [   7620   8504  11574 ] [ 0 ],1.00,1.00,1.00,1.00,99.77,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
