timestamp,Xmm,Ymm,Zmm,TouchDetected,OutgoingPacket,IncomingPacket,GainPropAb, GainPropAd, GainPropFl, GainPropEx,PropA, PropB, PropC,GainIntegAb, GainIntegAd, GainIntegFl, GainIntegEx,IntegA, IntegB, IntegC,GainDerivAb, GainDerivAd, GainDerivFl, GainDerivEx,DerivA, DerivB, DerivC,Heading5
0.106416,18,-44,341,0,DRIVE [ 75 ] [ 1 ] [ 1904 1905 1901 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 75 ] [ 0 ] [ 1452 1455 1455 ] [   42   55   43 ] [  12747   8314   9522 ] [ 1 ],1.00,1.00,1.00,1.40,18.33,-44.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.119226,19,-45,342,0,DRIVE [ 76 ] [ 1 ] [ 1903 1905 1897 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 75 ] [ 0 ] [ 1904 1905 1901 ] [   42   55   43 ] [  12826   8416   9531 ] [ 0 ],1.00,1.00,1.00,1.40,19.19,-44.99,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.131706,20,-45,342,0,DRIVE [ 76 ] [ 1 ] [ 1902 1905 1892 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 76 ] [ 0 ] [ 1903 1905 1897 ] [    1   54   43 ] [  12826   8416   9531 ] [ 0 ],1.00,1.00,1.00,1.40,19.65,-45.41,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.144191,20,-46,341,0,DRIVE [ 77 ] [ 1 ] [ 1901 1905 1888 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 76 ] [ 0 ] [ 1902 1905 1892 ] [    1   54   43 ] [  12826   8416   9531 ] [ 0 ],1.00,1.00,1.00,1.40,20.00,-46.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.156239,21,-47,341,0,DRIVE [ 77 ] [ 1 ] [ 1900 1905 1883 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 77 ] [ 0 ] [ 1901 1905 1888 ] [    1   54   43 ] [  12826   8416   9531 ] [ 0 ],1.00,1.00,1.00,1.40,20.57,-46.86,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.169262,21,-48,341,0,DRIVE [ 78 ] [ 1 ] [ 1899 1905 1878 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 77 ] [ 0 ] [ 1900 1905 1883 ] [    1   54   43 ] [  12263   7939   9118 ] [ 0 ],1.00,1.00,1.00,1.40,21.42,-48.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.181693,22,-49,340,0,DRIVE [ 78 ] [ 1 ] [ 1897 1905 1872 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 78 ] [ 0 ] [ 1899 1905 1878 ] [   11    6    5 ] [  12263   7939   9118 ] [ 0 ],1.00,1.00,1.00,1.40,22.09,-49.47,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.19437,23,-51,338,0,DRIVE [ 79 ] [ 1 ] [ 1896 1905 1866 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 78 ] [ 0 ] [ 1897 1905 1872 ] [   11    6    5 ] [  12263   7939   9118 ] [ 0 ],1.00,1.00,1.00,1.40,22.87,-50.79,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.206675,24,-52,337,0,DRIVE [ 79 ] [ 1 ] [ 1894 1905 1861 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 79 ] [ 0 ] [ 1896 1905 1866 ] [   11    6    5 ] [  12263   7939   9118 ] [ 0 ],1.00,1.00,1.00,1.40,23.54,-51.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
0.219214,24,-52,335,0,DRIVE [ 80 ] [ 1 ] [ 1893 1905 1855 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 79 ] [ 0 ] [ 1894 1905 1861 ] [   11    6    5 ] [  12123   7773   9098 ] [ 0 ],1.00,1.00,1.00,1.40,24.17,-52.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
