timestamp,errXmm,errYmm,errZmm,TouchDetected,OutgoingPacket,IncomingPacket,Serial0Enabled,Serial0Open,Serial1Enabled,Serial1Open,kpx,kpy,kix,kiy,kdx,kdy
0.00105973,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0225665,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0414159,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0616861,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0734279,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0863498,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0998804,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.11138,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.12538,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.137195,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.150886,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.162585,0,0,0,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.176298,221,278,600,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.188165,211,276,581,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.199947,221,289,608,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.213342,214,280,588,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.226247,210,278,580,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.238401,209,277,576,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.251903,207,277,574,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.263188,206,277,571,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.274771,205,276,569,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.286032,203,275,565,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.297277,202,274,562,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.308886,201,274,559,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.32018,201,274,560,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.331708,201,275,561,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.343462,200,274,558,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.354731,199,274,557,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.366483,200,274,558,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.378217,200,274,558,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.389463,201,276,561,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.401128,199,274,557,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.412661,199,274,556,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.424247,199,274,557,0,E1A1987B1987C1987X,TE1A0B0C0D057X,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0
