timestamp,Xmm,Ymm,Zmm,TouchDetected,OutgoingPacket,IncomingPacket,GainPropAb, GainPropAd, GainPropFl, GainPropEx, PropA, PropB, PropC,GainIntegAb, GainIntegAd, GainIntegFl, GainIntegEx, IntegA, IntegB, IntegC,GainDerivAb, GainDerivAd, GainDerivFl, GainDerivEx, DerivA, DerivB, DerivC,Heading5,Heading5,Heading5,Heading5
2.81977,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00127892,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0127459,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0239232,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036241,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0462007,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0560846,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0682424,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0800337,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0920315,0,0,0,0,0,0,0,0,0,0,0,0,0
0.104486,0,0,0,0,0,0,0,0,0,0,0,0,0
0.113913,0,0,0,0,0,0,0,0,0,0,0,0,0
0.124006,0,0,0,0,0,0,0,0,0,0,0,0,0
0.136415,0,0,0,0,0,0,0,0,0,0,0,0,0
0.147937,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15977,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1724,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181718,0,0,0,0,0,0,0,0,0,0,0,0,0
0.192257,0,0,0,0,0,0,0,0,0,0,0,0,0
0.204299,0,0,0,0,0,0,0,0,0,0,0,0,0
0.216431,0,0,0,0,0,0,0,0,0,0,0,0,0
0.228341,0,0,0,0,0,0,0,0,0,0,0,0,0
0.237794,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248504,0,0,0,0,0,0,0,0,0,0,0,0,0
0.260239,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27214,0,0,0,0,0,0,0,0,0,0,0,0,0
0.284343,0,0,0,0,0,0,0,0,0,0,0,0,0
0.296472,0,0,0,0,0,0,0,0,0,0,0,0,0
0.306068,0,0,0,0,0,0,0,0,0,0,0,0,0
0.316587,0,0,0,0,0,0,0,0,0,0,0,0,0
0.328228,0,0,0,0,0,0,0,0,0,0,0,0,0
0.340226,0,0,0,0,0,0,0,0,0,0,0,0,0
0.352357,0,0,0,0,0,0,0,0,0,0,0,0,0
0.364365,0,0,0,0,0,0,0,0,0,0,0,0,0
0.373579,0,0,0,0,0,0,0,0,0,0,0,0,0
0.389356,0,0,0,0,0,0,0,0,0,0,0,0,0
0.400022,0,0,0,0,0,0,0,0,0,0,0,0,0
0.409936,0,0,0,0,0,0,0,0,0,0,0,0,0
0.420394,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43033,0,0,0,0,0,0,0,0,0,0,0,0,0
0.440152,0,0,0,0,0,0,0,0,0,0,0,0,0
0.453564,0,0,0,0,0,0,0,0,0,0,0,0,0
0.464687,0,0,0,0,0,0,0,0,0,0,0,0,0
0.476209,0,0,0,0,0,0,0,0,0,0,0,0,0
