timestamp,Xmm,Ymm,Zmm,TouchDetected,OutgoingPacket,IncomingPacket,GainPropAb, GainPropAd, GainPropFl, GainPropEx,PropA, PropB, PropC,GainIntegAb, GainIntegAd, GainIntegFl, GainIntegEx,IntegA, IntegB, IntegC,GainDerivAb, GainDerivAd, GainDerivFl, GainDerivEx,DerivA, DerivB, DerivC,Heading5
0.953116,-137,30,387,0,DRIVE [ 09 ] [ 1 ] [ 1946 1572 1848 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 09 ] [ 1 ] [ 1946 1580 1850 ] [    1   48    9 ] [   8854   6246  12125 ] [ 0 ],0.50,0.50,0.50,0.50,-68.07,15.05,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.00136637,-137,30,387,0,DRIVE [ 10 ] [ 1 ] [ 1946 1926 1926 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 10 ] [ 1 ] [ 1946 1564 1846 ] [    1   48    9 ] [   8854   6371  12126 ] [ 0 ],0.50,0.50,0.50,0.50,-61.46,13.53,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.0177427,-137,30,380,0,DRIVE [ 11 ] [ 1 ] [ 1946 1920 1924 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 10 ] [ 1 ] [ 1946 1926 1926 ] [    1   52   11 ] [   8854   6371  12126 ] [ 0 ],0.50,0.50,0.50,0.50,-68.42,15.13,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.0325661,-139,30,383,0,DRIVE [ 11 ] [ 1 ] [ 1946 1912 1923 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 11 ] [ 1 ] [ 1946 1920 1924 ] [    1   52   11 ] [   8854   6371  12126 ] [ 0 ],0.50,0.50,0.50,0.50,-69.54,15.21,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.0457859,-140,30,384,0,DRIVE [ 12 ] [ 1 ] [ 1946 1905 1921 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 11 ] [ 1 ] [ 1946 1912 1923 ] [    1   52   11 ] [   8856   6299  12108 ] [ 0 ],0.50,0.50,0.50,0.50,-70.10,15.20,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.0594096,-141,31,384,0,DRIVE [ 12 ] [ 1 ] [ 1946 1899 1920 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 12 ] [ 1 ] [ 1946 1905 1921 ] [    1   19   17 ] [   8856   6299  12108 ] [ 0 ],0.50,0.50,0.50,0.50,-70.38,15.28,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.073408,-141,31,383,0,DRIVE [ 13 ] [ 1 ] [ 1946 1893 1918 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 12 ] [ 1 ] [ 1946 1899 1920 ] [    1   19   17 ] [   8856   6299  12108 ] [ 0 ],0.50,0.50,0.50,0.50,-70.45,15.30,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.0869632,-142,30,385,0,DRIVE [ 13 ] [ 1 ] [ 1946 1887 1917 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 13 ] [ 1 ] [ 1946 1893 1918 ] [    1   19   17 ] [   8856   5938  12104 ] [ 0 ],0.50,0.50,0.50,0.50,-70.79,15.22,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.100875,-141,30,384,0,DRIVE [ 14 ] [ 1 ] [ 1946 1881 1916 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 13 ] [ 1 ] [ 1946 1887 1917 ] [    1   19   17 ] [   8856   5938  12104 ] [ 0 ],0.50,0.50,0.50,0.50,-70.53,15.02,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0
0.11595,-140,30,383,0,DRIVE [ 14 ] [ 1 ] [ 1946 1875 1914 ] [    0    0    0 ] [      0      0      0 ] [ 0 ],drive [ 14 ] [ 1 ] [ 1946 1881 1916 ] [    2   20   17 ] [   8856   5938  12104 ] [ 0 ],0.50,0.50,0.50,0.50,-70.12,14.87,0.00,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,-0.00,0.00,0
